corridor,month,density_pct,cluster_label,slab,intensity,dominant_model,all_models
Phoenix Valley -> San Antonio,Aug,4.35,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Phoenix Valley -> San Antonio,Sep,6.52,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Phoenix Valley -> San Antonio,Oct,7.97,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Phoenix Valley -> San Antonio,Nov,13.77,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
Phoenix Valley -> San Antonio,Dec,11.59,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Phoenix Valley -> South Florida,Jan,32.61,winter-spring-peak,> 15%,5,Phenom 300,Phenom 300
Phoenix Valley -> South Florida,Feb,15.22,winter-spring-peak,> 15%,5,Phenom 300,Phenom 300
Phoenix Valley -> South Florida,Mar,13.04,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
Phoenix Valley -> South Florida,Apr,10.87,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Phoenix Valley -> South Florida,May,6.52,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Phoenix Valley -> South Florida,Jun,4.35,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Phoenix Valley -> South Florida,Jul,2.17,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
Phoenix Valley -> South Florida,Aug,0.0,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
Phoenix Valley -> South Florida,Sep,0.0,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
Phoenix Valley -> South Florida,Oct,2.17,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
Phoenix Valley -> South Florida,Nov,6.52,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Phoenix Valley -> South Florida,Dec,6.52,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Phoenix Valley -> St. Louis,Jan,9.28,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Phoenix Valley -> St. Louis,Feb,12.24,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
Phoenix Valley -> St. Louis,Mar,11.39,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Phoenix Valley -> St. Louis,Apr,12.24,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
Phoenix Valley -> St. Louis,May,7.17,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Phoenix Valley -> St. Louis,Jun,5.49,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Phoenix Valley -> St. Louis,Jul,5.49,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Phoenix Valley -> St. Louis,Aug,4.22,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Phoenix Valley -> St. Louis,Sep,4.64,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Phoenix Valley -> St. Louis,Oct,11.81,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Phoenix Valley -> St. Louis,Nov,8.86,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Phoenix Valley -> St. Louis,Dec,7.17,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> Chicago,Jan,10.71,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> Chicago,Feb,10.71,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> Chicago,Mar,10.71,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> Chicago,Apr,7.14,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> Chicago,May,3.57,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
Pittsburgh -> Chicago,Jun,3.57,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
Pittsburgh -> Chicago,Jul,14.29,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
Pittsburgh -> Chicago,Aug,3.57,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
Pittsburgh -> Chicago,Sep,7.14,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> Chicago,Oct,7.14,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> Chicago,Nov,10.71,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> Chicago,Dec,10.71,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> Nashville,Jan,5.13,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Pittsburgh -> Nashville,Feb,10.26,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> Nashville,Mar,12.82,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
Pittsburgh -> Nashville,Apr,12.82,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
Pittsburgh -> Nashville,May,7.69,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> Nashville,Jun,7.69,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> Nashville,Jul,2.56,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
Pittsburgh -> Nashville,Aug,7.69,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> Nashville,Sep,5.13,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Pittsburgh -> Nashville,Oct,7.69,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> Nashville,Nov,10.26,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> Nashville,Dec,10.26,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> North Florida,Jan,9.47,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> North Florida,Feb,10.7,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> North Florida,Mar,7.82,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> North Florida,Apr,8.23,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> North Florida,May,10.7,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> North Florida,Jun,5.76,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Pittsburgh -> North Florida,Jul,4.53,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Pittsburgh -> North Florida,Aug,4.94,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Pittsburgh -> North Florida,Sep,6.17,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> North Florida,Oct,10.29,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> North Florida,Nov,9.88,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> North Florida,Dec,11.52,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> South Florida,Jan,9.81,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> South Florida,Feb,9.96,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> South Florida,Mar,9.51,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> South Florida,Apr,7.43,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> South Florida,May,8.02,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
Pittsburgh -> South Florida,Jun,5.65,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Pittsburgh -> South Florida,Jul,4.9,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Pittsburgh -> South Florida,Aug,4.31,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Pittsburgh -> South Florida,Sep,5.35,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
Pittsburgh -> South Florida,Oct,9.81,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
Pittsburgh -> South Florida,Nov,12.78,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
Pittsburgh -> South Florida,Dec,12.48,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
San Antonio -> Dallas,Jan,13.16,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
San Antonio -> Dallas,Feb,5.26,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> Dallas,Mar,10.53,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> Dallas,Apr,7.89,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> Dallas,May,5.26,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> Dallas,Jun,21.05,winter-spring-peak,> 15%,5,Phenom 300,Phenom 300
San Antonio -> Dallas,Jul,2.63,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
San Antonio -> Dallas,Aug,2.63,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
San Antonio -> Dallas,Sep,2.63,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
San Antonio -> Dallas,Oct,5.26,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> Dallas,Nov,10.53,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> Dallas,Dec,13.16,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
San Antonio -> LA Basin,Jan,10.3,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> LA Basin,Feb,9.21,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> LA Basin,Mar,7.59,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> LA Basin,Apr,11.65,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> LA Basin,May,7.32,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> LA Basin,Jun,7.59,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> LA Basin,Jul,7.05,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> LA Basin,Aug,5.96,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> LA Basin,Sep,5.15,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> LA Basin,Oct,9.76,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> LA Basin,Nov,9.21,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> LA Basin,Dec,9.21,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> North Florida,Jan,9.69,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> North Florida,Feb,7.65,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> North Florida,Mar,7.65,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> North Florida,Apr,13.78,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
San Antonio -> North Florida,May,12.76,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
San Antonio -> North Florida,Jun,4.59,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> North Florida,Jul,5.1,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> North Florida,Aug,5.1,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> North Florida,Sep,5.61,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> North Florida,Oct,8.67,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> North Florida,Nov,10.71,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> North Florida,Dec,8.67,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> Phoenix Valley,Jan,10.42,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> Phoenix Valley,Feb,11.58,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> Phoenix Valley,Mar,11.58,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> Phoenix Valley,Apr,11.58,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> Phoenix Valley,May,10.04,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> Phoenix Valley,Jun,3.47,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
San Antonio -> Phoenix Valley,Jul,3.09,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
San Antonio -> Phoenix Valley,Aug,5.02,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> Phoenix Valley,Sep,6.18,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> Phoenix Valley,Oct,6.18,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> Phoenix Valley,Nov,12.36,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
San Antonio -> Phoenix Valley,Dec,8.49,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> South Florida,Jan,9.7,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> South Florida,Feb,10.07,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> South Florida,Mar,11.57,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> South Florida,Apr,12.69,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
San Antonio -> South Florida,May,11.19,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> South Florida,Jun,6.34,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
San Antonio -> South Florida,Jul,5.22,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> South Florida,Aug,2.99,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
San Antonio -> South Florida,Sep,4.1,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> South Florida,Oct,4.1,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
San Antonio -> South Florida,Nov,11.57,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
San Antonio -> South Florida,Dec,10.45,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Atlanta,Jan,12.38,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> Atlanta,Feb,10.29,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Atlanta,Mar,10.13,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Atlanta,Apr,10.46,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Atlanta,May,6.61,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Atlanta,Jun,5.19,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Atlanta,Jul,4.02,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Atlanta,Aug,3.93,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
South Florida -> Atlanta,Sep,3.51,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
South Florida -> Atlanta,Oct,9.46,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Atlanta,Nov,11.05,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Atlanta,Dec,12.97,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> Boston,Jan,7.22,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Boston,Feb,9.63,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Boston,Mar,7.93,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Boston,Apr,10.76,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Boston,May,15.3,winter-spring-peak,> 15%,5,Phenom 300,Phenom 300
South Florida -> Boston,Jun,7.08,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Boston,Jul,4.53,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Boston,Aug,5.67,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Boston,Sep,5.24,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Boston,Oct,6.94,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Boston,Nov,9.07,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Boston,Dec,10.62,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Charlotte,Jan,8.11,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Charlotte,Feb,10.19,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Charlotte,Mar,11.97,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Charlotte,Apr,7.12,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Charlotte,May,7.81,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Charlotte,Jun,7.91,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Charlotte,Jul,5.93,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Charlotte,Aug,4.85,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Charlotte,Sep,5.04,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Charlotte,Oct,7.81,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Charlotte,Nov,10.29,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Charlotte,Dec,12.96,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> Chicago,Jan,9.71,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Chicago,Feb,10.46,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Chicago,Mar,13.28,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> Chicago,Apr,10.71,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Chicago,May,10.62,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Chicago,Jun,4.98,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Chicago,Jul,4.4,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Chicago,Aug,3.07,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
South Florida -> Chicago,Sep,4.32,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Chicago,Oct,5.73,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Chicago,Nov,10.04,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Chicago,Dec,12.7,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> DMV,Jan,9.51,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> DMV,Feb,10.22,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> DMV,Mar,11.47,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> DMV,Apr,12.98,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> DMV,May,9.16,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> DMV,Jun,4.44,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> DMV,Jul,4.8,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> DMV,Aug,3.56,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
South Florida -> DMV,Sep,4.27,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> DMV,Oct,7.56,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> DMV,Nov,9.69,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> DMV,Dec,12.36,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> Dallas,Jan,9.52,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Dallas,Feb,11.26,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Dallas,Mar,11.83,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Dallas,Apr,9.09,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Dallas,May,9.67,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Dallas,Jun,7.07,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Dallas,Jul,4.04,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Dallas,Aug,4.47,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Dallas,Sep,4.47,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Dallas,Oct,6.64,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Dallas,Nov,9.81,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Dallas,Dec,12.12,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> Detroit,Jan,10.64,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Detroit,Feb,9.5,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Detroit,Mar,10.64,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Detroit,Apr,11.77,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Detroit,May,10.35,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Detroit,Jun,5.53,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Detroit,Jul,6.1,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Detroit,Aug,3.26,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
South Florida -> Detroit,Sep,3.4,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
South Florida -> Detroit,Oct,5.39,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Detroit,Nov,10.78,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Detroit,Dec,12.62,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> Houston,Jan,13.39,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> Houston,Feb,9.97,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Houston,Mar,10.25,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Houston,Apr,9.43,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Houston,May,7.38,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Houston,Jun,5.74,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Houston,Jul,3.83,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
South Florida -> Houston,Aug,4.23,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Houston,Sep,5.87,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Houston,Oct,9.02,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Houston,Nov,9.43,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Houston,Dec,11.48,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Minneapolis,Jan,12.29,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> Minneapolis,Feb,11.02,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Minneapolis,Mar,9.75,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Minneapolis,Apr,14.41,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> Minneapolis,May,10.59,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Minneapolis,Jun,4.66,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Minneapolis,Jul,5.08,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Minneapolis,Aug,5.93,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Minneapolis,Sep,4.66,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Minneapolis,Oct,4.66,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Minneapolis,Nov,6.78,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Minneapolis,Dec,10.17,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Nashville,Jan,13.25,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> Nashville,Feb,8.94,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Nashville,Mar,9.24,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Nashville,Apr,10.48,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Nashville,May,7.24,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Nashville,Jun,4.47,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Nashville,Jul,4.62,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Nashville,Aug,5.7,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Nashville,Sep,4.78,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> Nashville,Oct,8.78,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> Nashville,Nov,10.17,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> Nashville,Dec,12.33,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> New York City,Jan,10.97,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> New York City,Feb,11.72,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> New York City,Mar,12.04,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> New York City,Apr,10.43,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> New York City,May,10.38,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> New York City,Jun,5.94,winter-spring-peak,4%-6%,1,Phenom 300,Phenom 300
South Florida -> New York City,Jul,2.94,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
South Florida -> New York City,Aug,3.69,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
South Florida -> New York City,Sep,3.69,winter-spring-peak,< 4%,0,Phenom 300,Phenom 300
South Florida -> New York City,Oct,7.01,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
South Florida -> New York City,Nov,10.75,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> New York City,Dec,10.43,winter-spring-peak,9%-12%,3,Phenom 300,Phenom 300
South Florida -> North Florida,Jan,13.79,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> North Florida,Feb,13.79,winter-spring-peak,12%-15%,4,Phenom 300,Phenom 300
South Florida -> North Florida,Mar,6.9,winter-spring-peak,6%-9%,2,Phenom 300,Phenom 300
