corridor,month,density_pct,seasonality_index,cluster_label
DMV -> LA Basin,Jul,5.91,0.7092,multi-peak-directional
DMV -> LA Basin,Jun,8.66,1.0392,multi-peak-directional
DMV -> LA Basin,Mar,8.15,0.978,multi-peak-directional
DMV -> LA Basin,May,10.6,1.272,multi-peak-directional
DMV -> LA Basin,Nov,9.89,1.1868,multi-peak-directional
DMV -> LA Basin,Oct,10.7,1.284,multi-peak-directional
DMV -> LA Basin,Sep,9.79,1.1748,multi-peak-directional
DMV -> Phoenix Valley,Apr,11.47,1.3764,multi-peak-directional
DMV -> Phoenix Valley,Aug,4.53,0.5436,multi-peak-directional
DMV -> Phoenix Valley,Dec,9.33,1.1196,multi-peak-directional
DMV -> Phoenix Valley,Feb,7.73,0.9276,multi-peak-directional
DMV -> Phoenix Valley,Jan,9.87,1.1844,multi-peak-directional
DMV -> Phoenix Valley,Jul,4.0,0.48,multi-peak-directional
DMV -> Phoenix Valley,Jun,4.27,0.5124,multi-peak-directional
DMV -> Phoenix Valley,Mar,8.53,1.0236,multi-peak-directional
DMV -> Phoenix Valley,May,8.53,1.0236,multi-peak-directional
DMV -> Phoenix Valley,Nov,7.73,0.9276,multi-peak-directional
DMV -> Phoenix Valley,Oct,14.67,1.7604,multi-peak-directional
DMV -> Phoenix Valley,Sep,9.33,1.1196,multi-peak-directional
DMV -> San Antonio,Apr,12.47,1.4964,multi-peak-directional
DMV -> San Antonio,Aug,5.26,0.6312,multi-peak-directional
DMV -> San Antonio,Dec,7.76,0.9312,multi-peak-directional
DMV -> San Antonio,Feb,8.59,1.0308,multi-peak-directional
DMV -> San Antonio,Jan,6.37,0.7644,multi-peak-directional
DMV -> San Antonio,Jul,4.43,0.5316,multi-peak-directional
DMV -> San Antonio,Jun,6.65,0.798,multi-peak-directional
DMV -> San Antonio,Mar,9.14,1.0968,multi-peak-directional
DMV -> San Antonio,May,9.14,1.0968,multi-peak-directional
DMV -> San Antonio,Nov,9.42,1.1304,multi-peak-directional
DMV -> San Antonio,Oct,12.47,1.4964,multi-peak-directional
DMV -> San Antonio,Sep,8.31,0.9972,multi-peak-directional
DMV -> Seattle,Apr,4.49,0.5388,multi-peak-directional
DMV -> Seattle,Aug,6.18,0.7416,multi-peak-directional
DMV -> Seattle,Dec,9.27,1.1124,multi-peak-directional
DMV -> Seattle,Feb,7.3,0.876,multi-peak-directional
DMV -> Seattle,Jan,7.3,0.876,multi-peak-directional
DMV -> Seattle,Jul,8.71,1.0452,multi-peak-directional
DMV -> Seattle,Jun,12.36,1.4832,multi-peak-directional
DMV -> Seattle,Mar,5.62,0.6744,multi-peak-directional
DMV -> Seattle,May,10.67,1.2804,multi-peak-directional
DMV -> Seattle,Nov,5.9,0.708,multi-peak-directional
DMV -> Seattle,Oct,11.52,1.3824,multi-peak-directional
DMV -> Seattle,Sep,10.67,1.2804,multi-peak-directional
Dallas -> Bay Area,Apr,8.08,0.9696,multi-peak-directional
Dallas -> Bay Area,Aug,9.08,1.0896,multi-peak-directional
Dallas -> Bay Area,Dec,7.14,0.8568,multi-peak-directional
Dallas -> Bay Area,Feb,7.41,0.8892,multi-peak-directional
Dallas -> Bay Area,Jan,6.61,0.7932,multi-peak-directional
Dallas -> Bay Area,Jul,8.01,0.9612,multi-peak-directional
Dallas -> Bay Area,Jun,8.88,1.0656,multi-peak-directional
Dallas -> Bay Area,Mar,7.14,0.8568,multi-peak-directional
Dallas -> Bay Area,May,8.34,1.0008,multi-peak-directional
Dallas -> Bay Area,Nov,8.61,1.0332,multi-peak-directional
Dallas -> Bay Area,Oct,11.15,1.338,multi-peak-directional
Dallas -> Bay Area,Sep,9.55,1.146,multi-peak-directional
Dallas -> LA Basin,Apr,9.41,1.1292,multi-peak-directional
Dallas -> LA Basin,Aug,6.6,0.792,multi-peak-directional
Dallas -> LA Basin,Dec,8.84,1.0608,multi-peak-directional
Dallas -> LA Basin,Feb,9.02,1.0824,multi-peak-directional
Dallas -> LA Basin,Jan,7.17,0.8604,multi-peak-directional
Dallas -> LA Basin,Jul,6.02,0.7224,multi-peak-directional
Dallas -> LA Basin,Jun,6.93,0.8316,multi-peak-directional
Dallas -> LA Basin,Mar,8.96,1.0752,multi-peak-directional
Dallas -> LA Basin,May,9.71,1.1652,multi-peak-directional
Dallas -> LA Basin,Nov,9.44,1.1328,multi-peak-directional
Dallas -> LA Basin,Oct,10.17,1.2204,multi-peak-directional
Dallas -> LA Basin,Sep,7.75,0.93,multi-peak-directional
Dallas -> New York City,Apr,7.42,0.8904,multi-peak-directional
Dallas -> New York City,Aug,8.29,0.9948,multi-peak-directional
Dallas -> New York City,Dec,10.28,1.2336,multi-peak-directional
Dallas -> New York City,Feb,5.14,0.6168,multi-peak-directional
Dallas -> New York City,Jan,4.9,0.588,multi-peak-directional
Dallas -> New York City,Jul,7.13,0.8556,multi-peak-directional
Dallas -> New York City,Jun,8.58,1.0296,multi-peak-directional
Dallas -> New York City,Mar,5.82,0.6984,multi-peak-directional
Dallas -> New York City,May,9.36,1.1232,multi-peak-directional
Dallas -> New York City,Nov,10.04,1.2048,multi-peak-directional
Dallas -> New York City,Oct,10.33,1.2396,multi-peak-directional
Dallas -> New York City,Sep,12.71,1.5252,multi-peak-directional
Denver -> Bay Area,Apr,6.6,0.792,multi-peak-directional
Denver -> Bay Area,Aug,7.11,0.8532,multi-peak-directional
Denver -> Bay Area,Dec,12.69,1.5228,multi-peak-directional
Denver -> Bay Area,Feb,13.71,1.6452,multi-peak-directional
Denver -> Bay Area,Jan,5.58,0.6696,multi-peak-directional
Denver -> Bay Area,Jul,5.58,0.6696,multi-peak-directional
Denver -> Bay Area,Jun,6.09,0.7308,multi-peak-directional
Denver -> Bay Area,Mar,7.61,0.9132,multi-peak-directional
Denver -> Bay Area,May,5.08,0.6096,multi-peak-directional
Denver -> Bay Area,Nov,12.69,1.5228,multi-peak-directional
Denver -> Bay Area,Oct,11.17,1.3404,multi-peak-directional
Denver -> Bay Area,Sep,6.09,0.7308,multi-peak-directional
Denver -> LA Basin,Apr,5.31,0.6372,multi-peak-directional
Denver -> LA Basin,Aug,6.64,0.7968,multi-peak-directional
Denver -> LA Basin,Dec,8.85,1.062,multi-peak-directional
Denver -> LA Basin,Feb,16.37,1.9644,multi-peak-directional
Denver -> LA Basin,Jan,4.87,0.5844,multi-peak-directional
Denver -> LA Basin,Jul,6.19,0.7428,multi-peak-directional
Denver -> LA Basin,Jun,8.41,1.0092,multi-peak-directional
Denver -> LA Basin,Mar,7.96,0.9552,multi-peak-directional
Denver -> LA Basin,May,5.75,0.69,multi-peak-directional
Denver -> LA Basin,Nov,11.95,1.434,multi-peak-directional
Denver -> LA Basin,Oct,9.29,1.1148,multi-peak-directional
Denver -> LA Basin,Sep,8.41,1.0092,multi-peak-directional
Denver -> Seattle,Apr,6.33,0.7596,multi-peak-directional
Denver -> Seattle,Aug,7.69,0.9228,multi-peak-directional
Denver -> Seattle,Dec,13.12,1.5744,multi-peak-directional
Denver -> Seattle,Feb,9.05,1.086,multi-peak-directional
Denver -> Seattle,Jan,9.95,1.194,multi-peak-directional
Denver -> Seattle,Jul,6.33,0.7596,multi-peak-directional
Denver -> Seattle,Jun,9.05,1.086,multi-peak-directional
Denver -> Seattle,Mar,5.43,0.6516,multi-peak-directional
Denver -> Seattle,May,7.69,0.9228,multi-peak-directional
Denver -> Seattle,Nov,9.95,1.194,multi-peak-directional
Denver -> Seattle,Oct,8.6,1.032,multi-peak-directional
Denver -> Seattle,Sep,6.79,0.8148,multi-peak-directional
Detroit -> Houston,Apr,7.08,0.8496,multi-peak-directional
Detroit -> Houston,Aug,7.08,0.8496,multi-peak-directional
Detroit -> Houston,Dec,8.33,0.9996,multi-peak-directional
Detroit -> Houston,Feb,7.92,0.9504,multi-peak-directional
Detroit -> Houston,Jan,12.92,1.5504,multi-peak-directional
Detroit -> Houston,Jul,8.75,1.05,multi-peak-directional
Detroit -> Houston,Jun,7.92,0.9504,multi-peak-directional
Detroit -> Houston,Mar,7.92,0.9504,multi-peak-directional
Detroit -> Houston,May,11.25,1.35,multi-peak-directional
Detroit -> Houston,Nov,10.0,1.2,multi-peak-directional
Detroit -> Houston,Oct,4.17,0.5004,multi-peak-directional
Detroit -> Houston,Sep,6.67,0.8004,multi-peak-directional
Detroit -> LA Basin,Apr,7.06,0.8472,multi-peak-directional
Detroit -> LA Basin,Aug,8.83,1.0596,multi-peak-directional
Detroit -> LA Basin,Dec,5.92,0.7104,multi-peak-directional
Detroit -> LA Basin,Feb,7.17,0.8604,multi-peak-directional
Detroit -> LA Basin,Jan,6.96,0.8352,multi-peak-directional
Detroit -> LA Basin,Jul,8.2,0.984,multi-peak-directional
Detroit -> LA Basin,Jun,8.31,0.9972,multi-peak-directional
Detroit -> LA Basin,Mar,6.75,0.81,multi-peak-directional
Detroit -> LA Basin,May,7.68,0.9216,multi-peak-directional
Detroit -> LA Basin,Nov,10.49,1.2588,multi-peak-directional
Detroit -> LA Basin,Oct,11.11,1.3332,multi-peak-directional
Detroit -> LA Basin,Sep,11.53,1.3836,multi-peak-directional
Detroit -> Phoenix Valley,Apr,7.91,0.9492,multi-peak-directional
Detroit -> Phoenix Valley,Aug,6.41,0.7692,multi-peak-directional
Detroit -> Phoenix Valley,Dec,8.76,1.0512,multi-peak-directional
Detroit -> Phoenix Valley,Feb,7.91,0.9492,multi-peak-directional
Detroit -> Phoenix Valley,Jan,6.62,0.7944,multi-peak-directional
Detroit -> Phoenix Valley,Jul,7.05,0.846,multi-peak-directional
Detroit -> Phoenix Valley,Jun,5.56,0.6672,multi-peak-directional
Detroit -> Phoenix Valley,Mar,8.76,1.0512,multi-peak-directional
Detroit -> Phoenix Valley,May,7.48,0.8976,multi-peak-directional
Detroit -> Phoenix Valley,Nov,11.32,1.3584,multi-peak-directional
Detroit -> Phoenix Valley,Oct,11.75,1.41,multi-peak-directional
Detroit -> Phoenix Valley,Sep,10.47,1.2564,multi-peak-directional
Detroit -> San Antonio,Apr,10.94,1.3128,multi-peak-directional
Detroit -> San Antonio,Aug,6.64,0.7968,multi-peak-directional
Detroit -> San Antonio,Dec,7.03,0.8436,multi-peak-directional
Detroit -> San Antonio,Feb,8.2,0.984,multi-peak-directional
Detroit -> San Antonio,Jan,7.81,0.9372,multi-peak-directional
Detroit -> San Antonio,Jul,5.86,0.7032,multi-peak-directional
Detroit -> San Antonio,Jun,8.2,0.984,multi-peak-directional
Detroit -> San Antonio,Mar,7.81,0.9372,multi-peak-directional
Detroit -> San Antonio,May,8.2,0.984,multi-peak-directional
Detroit -> San Antonio,Nov,10.16,1.2192,multi-peak-directional
Detroit -> San Antonio,Oct,9.38,1.1256,multi-peak-directional
Detroit -> San Antonio,Sep,9.77,1.1724,multi-peak-directional
Houston -> Bay Area,Apr,8.07,0.9684,multi-peak-directional
Houston -> Bay Area,Aug,9.92,1.1904,multi-peak-directional
Houston -> Bay Area,Dec,7.94,0.9528,multi-peak-directional
Houston -> Bay Area,Feb,7.8,0.936,multi-peak-directional
Houston -> Bay Area,Jan,9.66,1.1592,multi-peak-directional
Houston -> Bay Area,Jul,8.07,0.9684,multi-peak-directional
Houston -> Bay Area,Jun,9.26,1.1112,multi-peak-directional
Houston -> Bay Area,Mar,7.28,0.8736,multi-peak-directional
Houston -> Bay Area,May,7.54,0.9048,multi-peak-directional
Houston -> Bay Area,Nov,8.47,1.0164,multi-peak-directional
Houston -> Bay Area,Oct,8.33,0.9996,multi-peak-directional
Houston -> Bay Area,Sep,7.67,0.9204,multi-peak-directional
Houston -> LA Basin,Apr,9.29,1.1148,multi-peak-directional
Houston -> LA Basin,Aug,7.47,0.8964,multi-peak-directional
Houston -> LA Basin,Dec,8.27,0.9924,multi-peak-directional
Houston -> LA Basin,Feb,9.08,1.0896,multi-peak-directional
Houston -> LA Basin,Jan,9.02,1.0824,multi-peak-directional
Houston -> LA Basin,Jul,6.5,0.78,multi-peak-directional
Houston -> LA Basin,Jun,6.93,0.8316,multi-peak-directional
Houston -> LA Basin,Mar,8.75,1.05,multi-peak-directional
Houston -> LA Basin,May,8.7,1.044,multi-peak-directional
Houston -> LA Basin,Nov,9.02,1.0824,multi-peak-directional
Houston -> LA Basin,Oct,10.2,1.224,multi-peak-directional
Houston -> LA Basin,Sep,6.77,0.8124,multi-peak-directional
Houston -> New York City,Apr,6.79,0.8148,multi-peak-directional
Houston -> New York City,Aug,7.4,0.888,multi-peak-directional
Houston -> New York City,Dec,8.36,1.0032,multi-peak-directional
Houston -> New York City,Feb,5.84,0.7008,multi-peak-directional
Houston -> New York City,Jan,5.57,0.6684,multi-peak-directional
Houston -> New York City,Jul,8.54,1.0248,multi-peak-directional
Houston -> New York City,Jun,9.93,1.1916,multi-peak-directional
Houston -> New York City,Mar,7.75,0.93,multi-peak-directional
Houston -> New York City,May,9.32,1.1184,multi-peak-directional
Houston -> New York City,Nov,10.37,1.2444,multi-peak-directional
Houston -> New York City,Oct,9.58,1.1496,multi-peak-directional
Houston -> New York City,Sep,10.54,1.2648,multi-peak-directional
Houston -> Philadelphia,Apr,6.94,0.8328,multi-peak-directional
Houston -> Philadelphia,Aug,9.83,1.1796,multi-peak-directional
Houston -> Philadelphia,Dec,8.67,1.0404,multi-peak-directional
Houston -> Philadelphia,Feb,4.62,0.5544,multi-peak-directional
Houston -> Philadelphia,Jan,5.78,0.6936,multi-peak-directional
Houston -> Philadelphia,Jul,7.51,0.9012,multi-peak-directional
Houston -> Philadelphia,Jun,9.83,1.1796,multi-peak-directional
Houston -> Philadelphia,Mar,7.51,0.9012,multi-peak-directional
Houston -> Philadelphia,May,12.14,1.4568,multi-peak-directional
Houston -> Philadelphia,Nov,9.83,1.1796,multi-peak-directional
Houston -> Philadelphia,Oct,11.56,1.3872,multi-peak-directional
Houston -> Philadelphia,Sep,5.78,0.6936,multi-peak-directional
Houston -> Pittsburgh,Apr,4.76,0.5712,multi-peak-directional
Houston -> Pittsburgh,Aug,7.14,0.8568,multi-peak-directional
Houston -> Pittsburgh,Dec,11.9,1.428,multi-peak-directional
Houston -> Pittsburgh,Feb,7.14,0.8568,multi-peak-directional
Houston -> Pittsburgh,Jan,0.0,0.0,multi-peak-directional
Houston -> Pittsburgh,Jul,7.14,0.8568,multi-peak-directional
Houston -> Pittsburgh,Jun,7.14,0.8568,multi-peak-directional
Houston -> Pittsburgh,Mar,0.0,0.0,multi-peak-directional
Houston -> Pittsburgh,May,9.52,1.1424,multi-peak-directional
Houston -> Pittsburgh,Nov,11.9,1.428,multi-peak-directional
Houston -> Pittsburgh,Oct,16.67,2.0004,multi-peak-directional
Houston -> Pittsburgh,Sep,16.67,2.0004,multi-peak-directional
Houston -> Seattle,Apr,6.3,0.756,multi-peak-directional
Houston -> Seattle,Aug,7.51,0.9012,multi-peak-directional
Houston -> Seattle,Dec,7.99,0.9588,multi-peak-directional
Houston -> Seattle,Feb,6.54,0.7848,multi-peak-directional
Houston -> Seattle,Jan,10.9,1.308,multi-peak-directional
Houston -> Seattle,Jul,10.17,1.2204,multi-peak-directional
Houston -> Seattle,Jun,9.2,1.104,multi-peak-directional
Houston -> Seattle,Mar,8.23,0.9876,multi-peak-directional
Houston -> Seattle,May,9.69,1.1628,multi-peak-directional
Houston -> Seattle,Nov,7.51,0.9012,multi-peak-directional
Houston -> Seattle,Oct,7.26,0.8712,multi-peak-directional
Houston -> Seattle,Sep,8.72,1.0464,multi-peak-directional
LA Basin -> Atlanta,Apr,10.43,1.2516,multi-peak-directional
LA Basin -> Atlanta,Aug,5.8,0.696,multi-peak-directional
LA Basin -> Atlanta,Dec,7.25,0.87,multi-peak-directional
LA Basin -> Atlanta,Feb,10.43,1.2516,multi-peak-directional
LA Basin -> Atlanta,Jan,8.79,1.0548,multi-peak-directional
LA Basin -> Atlanta,Jul,5.89,0.7068,multi-peak-directional
LA Basin -> Atlanta,Jun,7.63,0.9156,multi-peak-directional
LA Basin -> Atlanta,Mar,8.02,0.9624,multi-peak-directional
LA Basin -> Atlanta,May,8.41,1.0092,multi-peak-directional
LA Basin -> Atlanta,Nov,10.24,1.2288,multi-peak-directional
LA Basin -> Atlanta,Oct,8.6,1.032,multi-peak-directional
LA Basin -> Atlanta,Sep,8.5,1.02,multi-peak-directional
LA Basin -> Charlotte,Apr,9.67,1.1604,multi-peak-directional
LA Basin -> Charlotte,Aug,5.94,0.7128,multi-peak-directional
LA Basin -> Charlotte,Dec,9.25,1.11,multi-peak-directional
LA Basin -> Charlotte,Feb,8.98,1.0776,multi-peak-directional
LA Basin -> Charlotte,Jan,7.32,0.8784,multi-peak-directional
LA Basin -> Charlotte,Jul,5.66,0.6792,multi-peak-directional
LA Basin -> Charlotte,Jun,7.6,0.912,multi-peak-directional
LA Basin -> Charlotte,Mar,8.56,1.0272,multi-peak-directional
LA Basin -> Charlotte,May,10.08,1.2096,multi-peak-directional
LA Basin -> Charlotte,Nov,8.43,1.0116,multi-peak-directional
LA Basin -> Charlotte,Oct,9.39,1.1268,multi-peak-directional
LA Basin -> Charlotte,Sep,9.12,1.0944,multi-peak-directional
LA Basin -> Chicago,Apr,7.95,0.954,multi-peak-directional
LA Basin -> Chicago,Aug,7.35,0.882,multi-peak-directional
LA Basin -> Chicago,Dec,7.39,0.8868,multi-peak-directional
LA Basin -> Chicago,Feb,6.71,0.8052,multi-peak-directional
LA Basin -> Chicago,Jan,6.44,0.7728,multi-peak-directional
LA Basin -> Chicago,Jul,8.26,0.9912,multi-peak-directional
LA Basin -> Chicago,Jun,7.87,0.9444,multi-peak-directional
LA Basin -> Chicago,Mar,8.94,1.0728,multi-peak-directional
LA Basin -> Chicago,May,10.69,1.2828,multi-peak-directional
LA Basin -> Chicago,Nov,8.86,1.0632,multi-peak-directional
LA Basin -> Chicago,Oct,9.61,1.1532,multi-peak-directional
LA Basin -> Chicago,Sep,9.93,1.1916,multi-peak-directional
LA Basin -> DMV,Apr,9.09,1.0908,multi-peak-directional
LA Basin -> DMV,Aug,6.6,0.792,multi-peak-directional
LA Basin -> DMV,Dec,8.52,1.0224,multi-peak-directional
LA Basin -> DMV,Feb,5.74,0.6888,multi-peak-directional
LA Basin -> DMV,Jan,8.42,1.0104,multi-peak-directional
LA Basin -> DMV,Jul,5.93,0.7116,multi-peak-directional
LA Basin -> DMV,Jun,8.23,0.9876,multi-peak-directional
LA Basin -> DMV,Mar,8.52,1.0224,multi-peak-directional
LA Basin -> DMV,May,9.28,1.1136,multi-peak-directional
LA Basin -> DMV,Nov,9.76,1.1712,multi-peak-directional
LA Basin -> DMV,Oct,9.67,1.1604,multi-peak-directional
LA Basin -> DMV,Sep,10.24,1.2288,multi-peak-directional
LA Basin -> Detroit,Apr,8.1,0.972,multi-peak-directional
LA Basin -> Detroit,Aug,7.38,0.8856,multi-peak-directional
LA Basin -> Detroit,Dec,6.67,0.8004,multi-peak-directional
LA Basin -> Detroit,Feb,7.79,0.9348,multi-peak-directional
LA Basin -> Detroit,Jan,5.74,0.6888,multi-peak-directional
LA Basin -> Detroit,Jul,7.9,0.948,multi-peak-directional
LA Basin -> Detroit,Jun,9.64,1.1568,multi-peak-directional
LA Basin -> Detroit,Mar,8.72,1.0464,multi-peak-directional
LA Basin -> Detroit,May,9.54,1.1448,multi-peak-directional
LA Basin -> Detroit,Nov,8.72,1.0464,multi-peak-directional
LA Basin -> Detroit,Oct,10.67,1.2804,multi-peak-directional
LA Basin -> Detroit,Sep,9.13,1.0956,multi-peak-directional
LA Basin -> Houston,Apr,7.88,0.9456,multi-peak-directional
LA Basin -> Houston,Aug,10.36,1.2432,multi-peak-directional
LA Basin -> Houston,Dec,7.37,0.8844,multi-peak-directional
LA Basin -> Houston,Feb,7.81,0.9372,multi-peak-directional
LA Basin -> Houston,Jan,6.28,0.7536,multi-peak-directional
LA Basin -> Houston,Jul,8.39,1.0068,multi-peak-directional
LA Basin -> Houston,Jun,8.47,1.0164,multi-peak-directional
LA Basin -> Houston,Mar,7.01,0.8412,multi-peak-directional
LA Basin -> Houston,May,8.32,0.9984,multi-peak-directional
LA Basin -> Houston,Nov,9.42,1.1304,multi-peak-directional
LA Basin -> Houston,Oct,9.05,1.086,multi-peak-directional
LA Basin -> Houston,Sep,9.64,1.1568,multi-peak-directional
LA Basin -> Minneapolis,Apr,9.98,1.1976,multi-peak-directional
LA Basin -> Minneapolis,Aug,8.9,1.068,multi-peak-directional
LA Basin -> Minneapolis,Dec,8.0,0.96,multi-peak-directional
LA Basin -> Minneapolis,Feb,6.68,0.8016,multi-peak-directional
LA Basin -> Minneapolis,Jan,8.41,1.0092,multi-peak-directional
LA Basin -> Minneapolis,Jul,7.01,0.8412,multi-peak-directional
LA Basin -> Minneapolis,Jun,7.83,0.9396,multi-peak-directional
LA Basin -> Minneapolis,Mar,8.41,1.0092,multi-peak-directional
LA Basin -> Minneapolis,May,11.38,1.3656,multi-peak-directional
LA Basin -> Minneapolis,Nov,7.42,0.8904,multi-peak-directional
LA Basin -> Minneapolis,Oct,7.75,0.93,multi-peak-directional
LA Basin -> Minneapolis,Sep,8.24,0.9888,multi-peak-directional
LA Basin -> Nashville,Apr,11.34,1.3608,multi-peak-directional
LA Basin -> Nashville,Aug,7.59,0.9108,multi-peak-directional
LA Basin -> Nashville,Dec,7.03,0.8436,multi-peak-directional
LA Basin -> Nashville,Feb,6.28,0.7536,multi-peak-directional
LA Basin -> Nashville,Jan,7.59,0.9108,multi-peak-directional
LA Basin -> Nashville,Jul,6.19,0.7428,multi-peak-directional
LA Basin -> Nashville,Jun,6.84,0.8208,multi-peak-directional
LA Basin -> Nashville,Mar,7.31,0.8772,multi-peak-directional
LA Basin -> Nashville,May,10.59,1.2708,multi-peak-directional
LA Basin -> Nashville,Nov,10.4,1.248,multi-peak-directional
LA Basin -> Nashville,Oct,9.93,1.1916,multi-peak-directional
LA Basin -> Nashville,Sep,8.9,1.068,multi-peak-directional
LA Basin -> New York City,Apr,9.59,1.1508,multi-peak-directional
LA Basin -> New York City,Aug,6.78,0.8136,multi-peak-directional
LA Basin -> New York City,Dec,6.62,0.7944,multi-peak-directional
LA Basin -> New York City,Feb,6.69,0.8028,multi-peak-directional
LA Basin -> New York City,Jan,5.71,0.6852,multi-peak-directional
LA Basin -> New York City,Jul,6.03,0.7236,multi-peak-directional
LA Basin -> New York City,Jun,9.17,1.1004,multi-peak-directional
LA Basin -> New York City,Mar,8.55,1.026,multi-peak-directional
LA Basin -> New York City,May,10.7,1.284,multi-peak-directional
LA Basin -> New York City,Nov,9.95,1.194,multi-peak-directional
LA Basin -> New York City,Oct,10.5,1.26,multi-peak-directional
LA Basin -> New York City,Sep,9.72,1.1664,multi-peak-directional
LA Basin -> North Florida,Apr,10.26,1.2312,multi-peak-directional
LA Basin -> North Florida,Aug,6.49,0.7788,multi-peak-directional
LA Basin -> North Florida,Dec,9.39,1.1268,multi-peak-directional
LA Basin -> North Florida,Feb,10.84,1.3008,multi-peak-directional
LA Basin -> North Florida,Jan,7.55,0.906,multi-peak-directional
LA Basin -> North Florida,Jul,6.0,0.72,multi-peak-directional
LA Basin -> North Florida,Jun,6.87,0.8244,multi-peak-directional
LA Basin -> North Florida,Mar,8.81,1.0572,multi-peak-directional
LA Basin -> North Florida,May,8.52,1.0224,multi-peak-directional
LA Basin -> North Florida,Nov,10.75,1.29,multi-peak-directional
LA Basin -> North Florida,Oct,8.62,1.0344,multi-peak-directional
LA Basin -> North Florida,Sep,5.91,0.7092,multi-peak-directional
LA Basin -> Philadelphia,Apr,7.92,0.9504,multi-peak-directional
LA Basin -> Philadelphia,Aug,7.92,0.9504,multi-peak-directional
LA Basin -> Philadelphia,Dec,7.13,0.8556,multi-peak-directional
LA Basin -> Philadelphia,Feb,5.35,0.642,multi-peak-directional
LA Basin -> Philadelphia,Jan,6.93,0.8316,multi-peak-directional
LA Basin -> Philadelphia,Jul,6.73,0.8076,multi-peak-directional
LA Basin -> Philadelphia,Jun,9.31,1.1172,multi-peak-directional
LA Basin -> Philadelphia,Mar,8.32,0.9984,multi-peak-directional
LA Basin -> Philadelphia,May,11.49,1.3788,multi-peak-directional
LA Basin -> Philadelphia,Nov,9.7,1.164,multi-peak-directional
LA Basin -> Philadelphia,Oct,11.09,1.3308,multi-peak-directional
LA Basin -> Philadelphia,Sep,8.12,0.9744,multi-peak-directional
LA Basin -> Pittsburgh,Apr,8.73,1.0476,multi-peak-directional
LA Basin -> Pittsburgh,Aug,7.81,0.9372,multi-peak-directional
LA Basin -> Pittsburgh,Dec,7.5,0.9,multi-peak-directional
LA Basin -> Pittsburgh,Feb,7.66,0.9192,multi-peak-directional
LA Basin -> Pittsburgh,Jan,6.74,0.8088,multi-peak-directional
LA Basin -> Pittsburgh,Jul,7.81,0.9372,multi-peak-directional
LA Basin -> Pittsburgh,Jun,9.04,1.0848,multi-peak-directional
LA Basin -> Pittsburgh,Mar,9.04,1.0848,multi-peak-directional
LA Basin -> Pittsburgh,May,8.58,1.0296,multi-peak-directional
LA Basin -> Pittsburgh,Nov,6.74,0.8088,multi-peak-directional
LA Basin -> Pittsburgh,Oct,11.94,1.4328,multi-peak-directional
LA Basin -> Pittsburgh,Sep,8.42,1.0104,multi-peak-directional
LA Basin -> St. Louis,Apr,8.41,1.0092,multi-peak-directional
LA Basin -> St. Louis,Aug,9.68,1.1616,multi-peak-directional
LA Basin -> St. Louis,Dec,9.33,1.1196,multi-peak-directional
LA Basin -> St. Louis,Feb,4.95,0.594,multi-peak-directional
LA Basin -> St. Louis,Jan,8.18,0.9816,multi-peak-directional
LA Basin -> St. Louis,Jul,7.37,0.8844,multi-peak-directional
LA Basin -> St. Louis,Jun,8.06,0.9672,multi-peak-directional
LA Basin -> St. Louis,Mar,7.26,0.8712,multi-peak-directional
LA Basin -> St. Louis,May,9.33,1.1196,multi-peak-directional
LA Basin -> St. Louis,Nov,9.91,1.1892,multi-peak-directional
LA Basin -> St. Louis,Oct,9.33,1.1196,multi-peak-directional
LA Basin -> St. Louis,Sep,8.18,0.9816,multi-peak-directional
Minneapolis -> Houston,Apr,12.71,1.5252,multi-peak-directional
Minneapolis -> Houston,Aug,8.47,1.0164,multi-peak-directional
Minneapolis -> Houston,Dec,3.39,0.4068,multi-peak-directional
Minneapolis -> Houston,Feb,6.78,0.8136,multi-peak-directional
Minneapolis -> Houston,Jan,2.54,0.3048,multi-peak-directional
Minneapolis -> Houston,Jul,9.32,1.1184,multi-peak-directional
Minneapolis -> Houston,Jun,7.63,0.9156,multi-peak-directional
Minneapolis -> Houston,Mar,2.54,0.3048,multi-peak-directional
Minneapolis -> Houston,May,11.86,1.4232,multi-peak-directional
Minneapolis -> Houston,Nov,11.02,1.3224,multi-peak-directional
Minneapolis -> Houston,Oct,13.56,1.6272,multi-peak-directional
Minneapolis -> Houston,Sep,10.17,1.2204,multi-peak-directional
Minneapolis -> LA Basin,Apr,7.59,0.9108,multi-peak-directional
Minneapolis -> LA Basin,Aug,7.22,0.8664,multi-peak-directional
Minneapolis -> LA Basin,Dec,7.97,0.9564,multi-peak-directional
Minneapolis -> LA Basin,Feb,9.43,1.1316,multi-peak-directional
Minneapolis -> LA Basin,Jan,7.91,0.9492,multi-peak-directional
Minneapolis -> LA Basin,Jul,7.41,0.8892,multi-peak-directional
Minneapolis -> LA Basin,Jun,7.53,0.9036,multi-peak-directional
Minneapolis -> LA Basin,Mar,8.61,1.0332,multi-peak-directional
Minneapolis -> LA Basin,May,9.62,1.1544,multi-peak-directional
Minneapolis -> LA Basin,Nov,9.94,1.1928,multi-peak-directional
Minneapolis -> LA Basin,Oct,9.24,1.1088,multi-peak-directional
Minneapolis -> LA Basin,Sep,7.53,0.9036,multi-peak-directional
Minneapolis -> North Florida,Apr,6.14,0.7368,multi-peak-directional
