corridor,month,density_pct,cluster_label,slab,intensity
Seattle -> Nashville,Oct,9.65,summer-peak,9%-12%,3
Seattle -> Nashville,Sep,11.25,summer-peak,9%-12%,3
Seattle -> New York City,Apr,6.07,summer-peak,6%-9%,2
Seattle -> New York City,Aug,11.38,summer-peak,9%-12%,3
Seattle -> New York City,Dec,7.91,summer-peak,6%-9%,2
Seattle -> New York City,Feb,6.28,summer-peak,6%-9%,2
Seattle -> New York City,Jan,6.72,summer-peak,6%-9%,2
Seattle -> New York City,Jul,12.35,summer-peak,12%-15%,4
Seattle -> New York City,Jun,8.67,summer-peak,6%-9%,2
Seattle -> New York City,Mar,5.74,summer-peak,4%-6%,1
Seattle -> New York City,May,7.58,summer-peak,6%-9%,2
Seattle -> New York City,Nov,7.15,summer-peak,6%-9%,2
Seattle -> New York City,Oct,7.58,summer-peak,6%-9%,2
Seattle -> New York City,Sep,12.57,summer-peak,12%-15%,4
Seattle -> Philadelphia,Apr,6.71,summer-peak,6%-9%,2
Seattle -> Philadelphia,Aug,10.98,summer-peak,9%-12%,3
Seattle -> Philadelphia,Dec,8.54,summer-peak,6%-9%,2
Seattle -> Philadelphia,Feb,6.1,summer-peak,6%-9%,2
Seattle -> Philadelphia,Jan,6.71,summer-peak,6%-9%,2
Seattle -> Philadelphia,Jul,10.37,summer-peak,9%-12%,3
Seattle -> Philadelphia,Jun,9.15,summer-peak,9%-12%,3
Seattle -> Philadelphia,Mar,5.49,summer-peak,4%-6%,1
Seattle -> Philadelphia,May,10.98,summer-peak,9%-12%,3
Seattle -> Philadelphia,Nov,5.49,summer-peak,4%-6%,1
Seattle -> Philadelphia,Oct,10.98,summer-peak,9%-12%,3
Seattle -> Philadelphia,Sep,8.54,summer-peak,6%-9%,2
Seattle -> Pittsburgh,Apr,4.26,summer-peak,4%-6%,1
Seattle -> Pittsburgh,Aug,13.3,summer-peak,12%-15%,4
Seattle -> Pittsburgh,Dec,8.51,summer-peak,6%-9%,2
Seattle -> Pittsburgh,Feb,2.13,summer-peak,< 4%,0
Seattle -> Pittsburgh,Jan,2.66,summer-peak,< 4%,0
Seattle -> Pittsburgh,Jul,9.57,summer-peak,9%-12%,3
Seattle -> Pittsburgh,Jun,12.23,summer-peak,12%-15%,4
Seattle -> Pittsburgh,Mar,5.85,summer-peak,4%-6%,1
Seattle -> Pittsburgh,May,12.23,summer-peak,12%-15%,4
Seattle -> Pittsburgh,Nov,9.04,summer-peak,9%-12%,3
Seattle -> Pittsburgh,Oct,10.11,summer-peak,9%-12%,3
Seattle -> Pittsburgh,Sep,10.11,summer-peak,9%-12%,3
Seattle -> St. Louis,Apr,8.46,summer-peak,6%-9%,2
Seattle -> St. Louis,Aug,10.27,summer-peak,9%-12%,3
Seattle -> St. Louis,Dec,6.95,summer-peak,6%-9%,2
Seattle -> St. Louis,Feb,6.95,summer-peak,6%-9%,2
Seattle -> St. Louis,Jan,5.14,summer-peak,4%-6%,1
Seattle -> St. Louis,Jul,14.5,summer-peak,12%-15%,4
Seattle -> St. Louis,Jun,7.85,summer-peak,6%-9%,2
Seattle -> St. Louis,Mar,6.34,summer-peak,6%-9%,2
Seattle -> St. Louis,May,7.85,summer-peak,6%-9%,2
Seattle -> St. Louis,Nov,6.04,summer-peak,6%-9%,2
Seattle -> St. Louis,Oct,11.48,summer-peak,9%-12%,3
Seattle -> St. Louis,Sep,8.16,summer-peak,6%-9%,2
St. Louis -> Boston,Apr,5.59,summer-peak,4%-6%,1
St. Louis -> Boston,Aug,15.08,summer-peak,> 15%,5
St. Louis -> Boston,Dec,3.35,summer-peak,< 4%,0
St. Louis -> Boston,Feb,2.23,summer-peak,< 4%,0
St. Louis -> Boston,Jan,0.56,summer-peak,< 4%,0
St. Louis -> Boston,Jul,17.32,summer-peak,> 15%,5
St. Louis -> Boston,Jun,16.2,summer-peak,> 15%,5
St. Louis -> Boston,Mar,2.23,summer-peak,< 4%,0
St. Louis -> Boston,May,7.82,summer-peak,6%-9%,2
St. Louis -> Boston,Nov,5.03,summer-peak,4%-6%,1
St. Louis -> Boston,Oct,12.85,summer-peak,12%-15%,4
St. Louis -> Boston,Sep,11.73,summer-peak,9%-12%,3
St. Louis -> New York City,Apr,4.95,summer-peak,4%-6%,1
St. Louis -> New York City,Aug,12.64,summer-peak,12%-15%,4
St. Louis -> New York City,Dec,3.85,summer-peak,< 4%,0
St. Louis -> New York City,Feb,3.85,summer-peak,< 4%,0
St. Louis -> New York City,Jan,0.55,summer-peak,< 4%,0
St. Louis -> New York City,Jul,9.89,summer-peak,9%-12%,3
St. Louis -> New York City,Jun,17.58,summer-peak,> 15%,5
St. Louis -> New York City,Mar,3.3,summer-peak,< 4%,0
St. Louis -> New York City,May,9.34,summer-peak,9%-12%,3
St. Louis -> New York City,Nov,3.85,summer-peak,< 4%,0
St. Louis -> New York City,Oct,13.74,summer-peak,12%-15%,4
St. Louis -> New York City,Sep,16.48,summer-peak,> 15%,5
Atlanta -> Dallas,Apr,18.6,winter-spring-peak,> 15%,5
Atlanta -> Dallas,Aug,2.33,winter-spring-peak,< 4%,0
Atlanta -> Dallas,Dec,9.3,winter-spring-peak,9%-12%,3
Atlanta -> Dallas,Feb,11.63,winter-spring-peak,9%-12%,3
Atlanta -> Dallas,Jan,9.3,winter-spring-peak,9%-12%,3
Atlanta -> Dallas,Jul,2.33,winter-spring-peak,< 4%,0
Atlanta -> Dallas,Jun,0.0,winter-spring-peak,< 4%,0
Atlanta -> Dallas,Mar,9.3,winter-spring-peak,9%-12%,3
Atlanta -> Dallas,May,20.93,winter-spring-peak,> 15%,5
Atlanta -> Dallas,Nov,9.3,winter-spring-peak,9%-12%,3
Atlanta -> Dallas,Oct,4.65,winter-spring-peak,4%-6%,1
Atlanta -> Dallas,Sep,2.33,winter-spring-peak,< 4%,0
Atlanta -> San Antonio,Apr,23.16,winter-spring-peak,> 15%,5
Atlanta -> San Antonio,Aug,3.16,winter-spring-peak,< 4%,0
Atlanta -> San Antonio,Dec,4.21,winter-spring-peak,4%-6%,1
Atlanta -> San Antonio,Feb,8.42,winter-spring-peak,6%-9%,2
Atlanta -> San Antonio,Jan,18.95,winter-spring-peak,> 15%,5
Atlanta -> San Antonio,Jul,1.05,winter-spring-peak,< 4%,0
Atlanta -> San Antonio,Jun,0.0,winter-spring-peak,< 4%,0
Atlanta -> San Antonio,Mar,10.53,winter-spring-peak,9%-12%,3
Atlanta -> San Antonio,May,7.37,winter-spring-peak,6%-9%,2
Atlanta -> San Antonio,Nov,12.63,winter-spring-peak,12%-15%,4
Atlanta -> San Antonio,Oct,3.16,winter-spring-peak,< 4%,0
Atlanta -> San Antonio,Sep,7.37,winter-spring-peak,6%-9%,2
Bay Area -> South Florida,Apr,8.32,winter-spring-peak,6%-9%,2
Bay Area -> South Florida,Aug,6.24,winter-spring-peak,6%-9%,2
Bay Area -> South Florida,Dec,10.82,winter-spring-peak,9%-12%,3
Bay Area -> South Florida,Feb,9.99,winter-spring-peak,9%-12%,3
Bay Area -> South Florida,Jan,11.34,winter-spring-peak,9%-12%,3
Bay Area -> South Florida,Jul,4.79,winter-spring-peak,4%-6%,1
Bay Area -> South Florida,Jun,5.2,winter-spring-peak,4%-6%,1
Bay Area -> South Florida,Mar,9.16,winter-spring-peak,9%-12%,3
Bay Area -> South Florida,May,6.45,winter-spring-peak,6%-9%,2
Bay Area -> South Florida,Nov,11.24,winter-spring-peak,9%-12%,3
Bay Area -> South Florida,Oct,10.51,winter-spring-peak,9%-12%,3
Bay Area -> South Florida,Sep,5.93,winter-spring-peak,4%-6%,1
Boston -> South Florida,Apr,9.4,winter-spring-peak,9%-12%,3
Boston -> South Florida,Aug,5.72,winter-spring-peak,4%-6%,1
Boston -> South Florida,Dec,11.43,winter-spring-peak,9%-12%,3
Boston -> South Florida,Feb,9.44,winter-spring-peak,9%-12%,3
Boston -> South Florida,Jan,10.17,winter-spring-peak,9%-12%,3
Boston -> South Florida,Jul,5.6,winter-spring-peak,4%-6%,1
Boston -> South Florida,Jun,5.01,winter-spring-peak,4%-6%,1
Boston -> South Florida,Mar,10.15,winter-spring-peak,9%-12%,3
Boston -> South Florida,May,6.91,winter-spring-peak,6%-9%,2
Boston -> South Florida,Nov,9.72,winter-spring-peak,9%-12%,3
Boston -> South Florida,Oct,10.59,winter-spring-peak,9%-12%,3
Boston -> South Florida,Sep,5.86,winter-spring-peak,4%-6%,1
Charlotte -> Dallas,Apr,15.52,winter-spring-peak,> 15%,5
Charlotte -> Dallas,Aug,2.87,winter-spring-peak,< 4%,0
Charlotte -> Dallas,Dec,10.73,winter-spring-peak,9%-12%,3
Charlotte -> Dallas,Feb,12.07,winter-spring-peak,12%-15%,4
Charlotte -> Dallas,Jan,11.11,winter-spring-peak,9%-12%,3
Charlotte -> Dallas,Jul,2.11,winter-spring-peak,< 4%,0
Charlotte -> Dallas,Jun,3.83,winter-spring-peak,< 4%,0
Charlotte -> Dallas,Mar,11.49,winter-spring-peak,9%-12%,3
Charlotte -> Dallas,May,10.92,winter-spring-peak,9%-12%,3
Charlotte -> Dallas,Nov,8.62,winter-spring-peak,6%-9%,2
Charlotte -> Dallas,Oct,6.7,winter-spring-peak,6%-9%,2
Charlotte -> Dallas,Sep,4.02,winter-spring-peak,4%-6%,1
Charlotte -> Houston,Apr,10.18,winter-spring-peak,9%-12%,3
Charlotte -> Houston,Aug,1.2,winter-spring-peak,< 4%,0
Charlotte -> Houston,Dec,8.98,winter-spring-peak,6%-9%,2
Charlotte -> Houston,Feb,12.57,winter-spring-peak,12%-15%,4
Charlotte -> Houston,Jan,11.98,winter-spring-peak,9%-12%,3
Charlotte -> Houston,Jul,2.4,winter-spring-peak,< 4%,0
Charlotte -> Houston,Jun,5.39,winter-spring-peak,4%-6%,1
Charlotte -> Houston,Mar,14.97,winter-spring-peak,12%-15%,4
Charlotte -> Houston,May,14.37,winter-spring-peak,12%-15%,4
Charlotte -> Houston,Nov,9.58,winter-spring-peak,9%-12%,3
Charlotte -> Houston,Oct,4.79,winter-spring-peak,4%-6%,1
Charlotte -> Houston,Sep,3.59,winter-spring-peak,< 4%,0
Chicago -> Dallas,Apr,13.51,winter-spring-peak,12%-15%,4
Chicago -> Dallas,Aug,8.11,winter-spring-peak,6%-9%,2
Chicago -> Dallas,Dec,8.11,winter-spring-peak,6%-9%,2
Chicago -> Dallas,Feb,10.81,winter-spring-peak,9%-12%,3
Chicago -> Dallas,Jan,8.11,winter-spring-peak,6%-9%,2
Chicago -> Dallas,Jul,0.0,winter-spring-peak,< 4%,0
Chicago -> Dallas,Jun,8.11,winter-spring-peak,6%-9%,2
Chicago -> Dallas,Mar,8.11,winter-spring-peak,6%-9%,2
Chicago -> Dallas,May,13.51,winter-spring-peak,12%-15%,4
Chicago -> Dallas,Nov,13.51,winter-spring-peak,12%-15%,4
Chicago -> Dallas,Oct,0.0,winter-spring-peak,< 4%,0
Chicago -> Dallas,Sep,8.11,winter-spring-peak,6%-9%,2
Chicago -> Houston,Apr,7.25,winter-spring-peak,6%-9%,2
Chicago -> Houston,Aug,2.17,winter-spring-peak,< 4%,0
Chicago -> Houston,Dec,12.32,winter-spring-peak,12%-15%,4
Chicago -> Houston,Feb,7.25,winter-spring-peak,6%-9%,2
Chicago -> Houston,Jan,17.39,winter-spring-peak,> 15%,5
Chicago -> Houston,Jul,5.8,winter-spring-peak,4%-6%,1
Chicago -> Houston,Jun,13.77,winter-spring-peak,12%-15%,4
Chicago -> Houston,Mar,7.25,winter-spring-peak,6%-9%,2
Chicago -> Houston,May,13.04,winter-spring-peak,12%-15%,4
Chicago -> Houston,Nov,7.25,winter-spring-peak,6%-9%,2
Chicago -> Houston,Oct,2.9,winter-spring-peak,< 4%,0
Chicago -> Houston,Sep,3.62,winter-spring-peak,< 4%,0
Chicago -> San Antonio,Apr,16.27,winter-spring-peak,> 15%,5
Chicago -> San Antonio,Aug,1.91,winter-spring-peak,< 4%,0
Chicago -> San Antonio,Dec,10.05,winter-spring-peak,9%-12%,3
Chicago -> San Antonio,Feb,7.66,winter-spring-peak,6%-9%,2
Chicago -> San Antonio,Jan,10.53,winter-spring-peak,9%-12%,3
Chicago -> San Antonio,Jul,3.83,winter-spring-peak,< 4%,0
Chicago -> San Antonio,Jun,4.78,winter-spring-peak,4%-6%,1
Chicago -> San Antonio,Mar,7.66,winter-spring-peak,6%-9%,2
Chicago -> San Antonio,May,12.44,winter-spring-peak,12%-15%,4
Chicago -> San Antonio,Nov,14.83,winter-spring-peak,12%-15%,4
Chicago -> San Antonio,Oct,3.83,winter-spring-peak,< 4%,0
Chicago -> San Antonio,Sep,6.22,winter-spring-peak,6%-9%,2
Chicago -> South Florida,Apr,8.7,winter-spring-peak,6%-9%,2
Chicago -> South Florida,Aug,4.73,winter-spring-peak,4%-6%,1
Chicago -> South Florida,Dec,13.43,winter-spring-peak,12%-15%,4
Chicago -> South Florida,Feb,10.4,winter-spring-peak,9%-12%,3
Chicago -> South Florida,Jan,10.75,winter-spring-peak,9%-12%,3
Chicago -> South Florida,Jul,5.11,winter-spring-peak,4%-6%,1
Chicago -> South Florida,Jun,4.31,winter-spring-peak,4%-6%,1
Chicago -> South Florida,Mar,11.41,winter-spring-peak,9%-12%,3
Chicago -> South Florida,May,6.64,winter-spring-peak,6%-9%,2
Chicago -> South Florida,Nov,10.61,winter-spring-peak,9%-12%,3
Chicago -> South Florida,Oct,9.22,winter-spring-peak,9%-12%,3
Chicago -> South Florida,Sep,4.7,winter-spring-peak,4%-6%,1
DMV -> Minneapolis,Apr,7.8,winter-spring-peak,6%-9%,2
DMV -> Minneapolis,Aug,7.09,winter-spring-peak,6%-9%,2
DMV -> Minneapolis,Dec,13.48,winter-spring-peak,12%-15%,4
DMV -> Minneapolis,Feb,9.22,winter-spring-peak,9%-12%,3
DMV -> Minneapolis,Jan,13.48,winter-spring-peak,12%-15%,4
DMV -> Minneapolis,Jul,5.67,winter-spring-peak,4%-6%,1
DMV -> Minneapolis,Jun,7.8,winter-spring-peak,6%-9%,2
DMV -> Minneapolis,Mar,8.51,winter-spring-peak,6%-9%,2
DMV -> Minneapolis,May,6.38,winter-spring-peak,6%-9%,2
DMV -> Minneapolis,Nov,7.8,winter-spring-peak,6%-9%,2
DMV -> Minneapolis,Oct,9.93,winter-spring-peak,9%-12%,3
DMV -> Minneapolis,Sep,2.84,winter-spring-peak,< 4%,0
DMV -> South Florida,Apr,6.53,winter-spring-peak,6%-9%,2
DMV -> South Florida,Aug,1.78,winter-spring-peak,< 4%,0
DMV -> South Florida,Dec,14.24,winter-spring-peak,12%-15%,4
DMV -> South Florida,Feb,12.17,winter-spring-peak,12%-15%,4
DMV -> South Florida,Jan,27.6,winter-spring-peak,> 15%,5
DMV -> South Florida,Jul,1.48,winter-spring-peak,< 4%,0
DMV -> South Florida,Jun,1.19,winter-spring-peak,< 4%,0
DMV -> South Florida,Mar,11.57,winter-spring-peak,9%-12%,3
DMV -> South Florida,May,4.75,winter-spring-peak,4%-6%,1
DMV -> South Florida,Nov,12.46,winter-spring-peak,12%-15%,4
DMV -> South Florida,Oct,3.56,winter-spring-peak,< 4%,0
DMV -> South Florida,Sep,2.67,winter-spring-peak,< 4%,0
DMV -> St. Louis,Apr,14.29,winter-spring-peak,12%-15%,4
DMV -> St. Louis,Aug,0.0,winter-spring-peak,< 4%,0
DMV -> St. Louis,Dec,22.45,winter-spring-peak,> 15%,5
DMV -> St. Louis,Feb,12.24,winter-spring-peak,12%-15%,4
DMV -> St. Louis,Jan,22.45,winter-spring-peak,> 15%,5
DMV -> St. Louis,Jul,0.0,winter-spring-peak,< 4%,0
DMV -> St. Louis,Jun,2.04,winter-spring-peak,< 4%,0
DMV -> St. Louis,Mar,4.08,winter-spring-peak,4%-6%,1
DMV -> St. Louis,May,8.16,winter-spring-peak,6%-9%,2
DMV -> St. Louis,Nov,10.2,winter-spring-peak,9%-12%,3
DMV -> St. Louis,Oct,4.08,winter-spring-peak,4%-6%,1
DMV -> St. Louis,Sep,0.0,winter-spring-peak,< 4%,0
Dallas -> Phoenix Valley,Apr,12.75,winter-spring-peak,12%-15%,4
Dallas -> Phoenix Valley,Aug,0.49,winter-spring-peak,< 4%,0
Dallas -> Phoenix Valley,Dec,6.37,winter-spring-peak,6%-9%,2
Dallas -> Phoenix Valley,Feb,17.65,winter-spring-peak,> 15%,5
Dallas -> Phoenix Valley,Jan,11.76,winter-spring-peak,9%-12%,3
Dallas -> Phoenix Valley,Jul,0.49,winter-spring-peak,< 4%,0
Dallas -> Phoenix Valley,Jun,2.45,winter-spring-peak,< 4%,0
Dallas -> Phoenix Valley,Mar,20.1,winter-spring-peak,> 15%,5
Dallas -> Phoenix Valley,May,8.33,winter-spring-peak,6%-9%,2
Dallas -> Phoenix Valley,Nov,12.25,winter-spring-peak,12%-15%,4
Dallas -> Phoenix Valley,Oct,5.88,winter-spring-peak,4%-6%,1
Dallas -> Phoenix Valley,Sep,1.47,winter-spring-peak,< 4%,0
Denver -> South Florida,Apr,5.81,winter-spring-peak,4%-6%,1
Denver -> South Florida,Aug,7.71,winter-spring-peak,6%-9%,2
Denver -> South Florida,Dec,9.64,winter-spring-peak,9%-12%,3
Denver -> South Florida,Feb,12.05,winter-spring-peak,12%-15%,4
Denver -> South Florida,Jan,12.57,winter-spring-peak,12%-15%,4
Denver -> South Florida,Jul,6.61,winter-spring-peak,6%-9%,2
Denver -> South Florida,Jun,4.16,winter-spring-peak,4%-6%,1
Denver -> South Florida,Mar,18.05,winter-spring-peak,> 15%,5
Denver -> South Florida,May,3.55,winter-spring-peak,< 4%,0
Denver -> South Florida,Nov,5.54,winter-spring-peak,4%-6%,1
Denver -> South Florida,Oct,7.83,winter-spring-peak,6%-9%,2
Denver -> South Florida,Sep,6.49,winter-spring-peak,6%-9%,2
Detroit -> Dallas,Apr,7.91,winter-spring-peak,6%-9%,2
Detroit -> Dallas,Aug,2.82,winter-spring-peak,< 4%,0
Detroit -> Dallas,Dec,9.04,winter-spring-peak,9%-12%,3
Detroit -> Dallas,Feb,11.3,winter-spring-peak,9%-12%,3
Detroit -> Dallas,Jan,14.69,winter-spring-peak,12%-15%,4
Detroit -> Dallas,Jul,8.47,winter-spring-peak,6%-9%,2
Detroit -> Dallas,Jun,3.95,winter-spring-peak,< 4%,0
Detroit -> Dallas,Mar,7.34,winter-spring-peak,6%-9%,2
Detroit -> Dallas,May,11.86,winter-spring-peak,9%-12%,3
Detroit -> Dallas,Nov,12.43,winter-spring-peak,12%-15%,4
Detroit -> Dallas,Oct,5.08,winter-spring-peak,4%-6%,1
Detroit -> Dallas,Sep,5.08,winter-spring-peak,4%-6%,1
Detroit -> South Florida,Apr,5.46,winter-spring-peak,4%-6%,1
Detroit -> South Florida,Aug,4.3,winter-spring-peak,4%-6%,1
Detroit -> South Florida,Dec,15.63,winter-spring-peak,> 15%,5
Detroit -> South Florida,Feb,10.81,winter-spring-peak,9%-12%,3
Detroit -> South Florida,Jan,12.7,winter-spring-peak,12%-15%,4
Detroit -> South Florida,Jul,5.35,winter-spring-peak,4%-6%,1
Detroit -> South Florida,Jun,3.25,winter-spring-peak,< 4%,0
Detroit -> South Florida,Mar,10.28,winter-spring-peak,9%-12%,3
Detroit -> South Florida,May,6.4,winter-spring-peak,6%-9%,2
Detroit -> South Florida,Nov,11.44,winter-spring-peak,9%-12%,3
Detroit -> South Florida,Oct,8.92,winter-spring-peak,6%-9%,2
Detroit -> South Florida,Sep,5.46,winter-spring-peak,4%-6%,1
Houston -> Phoenix Valley,Apr,12.91,winter-spring-peak,12%-15%,4
Houston -> Phoenix Valley,Aug,1.92,winter-spring-peak,< 4%,0
Houston -> Phoenix Valley,Dec,5.22,winter-spring-peak,4%-6%,1
Houston -> Phoenix Valley,Feb,15.38,winter-spring-peak,> 15%,5
Houston -> Phoenix Valley,Jan,10.99,winter-spring-peak,9%-12%,3
Houston -> Phoenix Valley,Jul,2.47,winter-spring-peak,< 4%,0
Houston -> Phoenix Valley,Jun,3.02,winter-spring-peak,< 4%,0
Houston -> Phoenix Valley,Mar,13.19,winter-spring-peak,12%-15%,4
Houston -> Phoenix Valley,May,10.71,winter-spring-peak,9%-12%,3
Houston -> Phoenix Valley,Nov,10.16,winter-spring-peak,9%-12%,3
Houston -> Phoenix Valley,Oct,8.24,winter-spring-peak,6%-9%,2
Houston -> Phoenix Valley,Sep,5.77,winter-spring-peak,4%-6%,1
LA Basin -> Seattle,Apr,12.21,winter-spring-peak,12%-15%,4
LA Basin -> Seattle,Aug,3.78,winter-spring-peak,< 4%,0
LA Basin -> Seattle,Dec,13.08,winter-spring-peak,12%-15%,4
LA Basin -> Seattle,Feb,9.3,winter-spring-peak,9%-12%,3
LA Basin -> Seattle,Jan,18.31,winter-spring-peak,> 15%,5
LA Basin -> Seattle,Jul,3.2,winter-spring-peak,< 4%,0
LA Basin -> Seattle,Jun,2.33,winter-spring-peak,< 4%,0
LA Basin -> Seattle,Mar,8.43,winter-spring-peak,6%-9%,2
LA Basin -> Seattle,May,5.81,winter-spring-peak,4%-6%,1
LA Basin -> Seattle,Nov,13.66,winter-spring-peak,12%-15%,4
LA Basin -> Seattle,Oct,7.27,winter-spring-peak,6%-9%,2
LA Basin -> Seattle,Sep,2.62,winter-spring-peak,< 4%,0
LA Basin -> South Florida,Apr,9.61,winter-spring-peak,9%-12%,3
LA Basin -> South Florida,Aug,4.66,winter-spring-peak,4%-6%,1
LA Basin -> South Florida,Dec,10.64,winter-spring-peak,9%-12%,3
LA Basin -> South Florida,Feb,10.77,winter-spring-peak,9%-12%,3
LA Basin -> South Florida,Jan,10.4,winter-spring-peak,9%-12%,3
LA Basin -> South Florida,Jul,4.21,winter-spring-peak,4%-6%,1
LA Basin -> South Florida,Jun,5.24,winter-spring-peak,4%-6%,1
LA Basin -> South Florida,Mar,11.76,winter-spring-peak,9%-12%,3
LA Basin -> South Florida,May,6.39,winter-spring-peak,6%-9%,2
LA Basin -> South Florida,Nov,11.22,winter-spring-peak,9%-12%,3
LA Basin -> South Florida,Oct,9.08,winter-spring-peak,9%-12%,3
LA Basin -> South Florida,Sep,6.02,winter-spring-peak,6%-9%,2
Minneapolis -> Phoenix Valley,Apr,11.4,winter-spring-peak,9%-12%,3
Minneapolis -> Phoenix Valley,Aug,3.63,winter-spring-peak,< 4%,0
Minneapolis -> Phoenix Valley,Dec,8.42,winter-spring-peak,6%-9%,2
Minneapolis -> Phoenix Valley,Feb,13.47,winter-spring-peak,12%-15%,4
Minneapolis -> Phoenix Valley,Jan,9.07,winter-spring-peak,9%-12%,3
Minneapolis -> Phoenix Valley,Jul,4.27,winter-spring-peak,4%-6%,1
Minneapolis -> Phoenix Valley,Jun,4.15,winter-spring-peak,4%-6%,1
Minneapolis -> Phoenix Valley,Mar,10.36,winter-spring-peak,9%-12%,3
Minneapolis -> Phoenix Valley,May,9.33,winter-spring-peak,9%-12%,3
Minneapolis -> Phoenix Valley,Nov,11.01,winter-spring-peak,9%-12%,3
Minneapolis -> Phoenix Valley,Oct,10.23,winter-spring-peak,9%-12%,3
Minneapolis -> Phoenix Valley,Sep,4.66,winter-spring-peak,4%-6%,1
Minneapolis -> San Antonio,Apr,10.17,winter-spring-peak,9%-12%,3
Minneapolis -> San Antonio,Aug,3.39,winter-spring-peak,< 4%,0
Minneapolis -> San Antonio,Dec,6.78,winter-spring-peak,6%-9%,2
Minneapolis -> San Antonio,Feb,11.86,winter-spring-peak,9%-12%,3
Minneapolis -> San Antonio,Jan,8.47,winter-spring-peak,6%-9%,2
Minneapolis -> San Antonio,Jul,3.39,winter-spring-peak,< 4%,0
Minneapolis -> San Antonio,Jun,6.78,winter-spring-peak,6%-9%,2
Minneapolis -> San Antonio,Mar,6.78,winter-spring-peak,6%-9%,2
Minneapolis -> San Antonio,May,13.56,winter-spring-peak,12%-15%,4
Minneapolis -> San Antonio,Nov,18.64,winter-spring-peak,> 15%,5
Minneapolis -> San Antonio,Oct,6.78,winter-spring-peak,6%-9%,2
Minneapolis -> San Antonio,Sep,3.39,winter-spring-peak,< 4%,0
Minneapolis -> South Florida,Apr,8.87,winter-spring-peak,6%-9%,2
Minneapolis -> South Florida,Aug,4.67,winter-spring-peak,4%-6%,1
Minneapolis -> South Florida,Dec,14.74,winter-spring-peak,12%-15%,4
Minneapolis -> South Florida,Feb,11.47,winter-spring-peak,9%-12%,3
Minneapolis -> South Florida,Jan,10.74,winter-spring-peak,9%-12%,3
Minneapolis -> South Florida,Jul,5.07,winter-spring-peak,4%-6%,1
Minneapolis -> South Florida,Jun,5.34,winter-spring-peak,4%-6%,1
Minneapolis -> South Florida,Mar,10.07,winter-spring-peak,9%-12%,3
Minneapolis -> South Florida,May,7.34,winter-spring-peak,6%-9%,2
Minneapolis -> South Florida,Nov,10.14,winter-spring-peak,9%-12%,3
Minneapolis -> South Florida,Oct,6.87,winter-spring-peak,6%-9%,2
Minneapolis -> South Florida,Sep,4.67,winter-spring-peak,4%-6%,1
New York City -> Atlanta,Apr,3.6,winter-spring-peak,< 4%,0
New York City -> Atlanta,Aug,1.8,winter-spring-peak,< 4%,0
New York City -> Atlanta,Dec,13.51,winter-spring-peak,12%-15%,4
New York City -> Atlanta,Feb,16.22,winter-spring-peak,> 15%,5
New York City -> Atlanta,Jan,18.02,winter-spring-peak,> 15%,5
New York City -> Atlanta,Jul,3.6,winter-spring-peak,< 4%,0
New York City -> Atlanta,Jun,4.5,winter-spring-peak,4%-6%,1
New York City -> Atlanta,Mar,7.21,winter-spring-peak,6%-9%,2
New York City -> Atlanta,May,10.81,winter-spring-peak,9%-12%,3
New York City -> Atlanta,Nov,10.81,winter-spring-peak,9%-12%,3
New York City -> Atlanta,Oct,4.5,winter-spring-peak,4%-6%,1
New York City -> Atlanta,Sep,5.41,winter-spring-peak,4%-6%,1
New York City -> Nashville,Apr,8.74,winter-spring-peak,6%-9%,2
New York City -> Nashville,Aug,7.77,winter-spring-peak,6%-9%,2
New York City -> Nashville,Dec,16.5,winter-spring-peak,> 15%,5
New York City -> Nashville,Feb,10.68,winter-spring-peak,9%-12%,3
New York City -> Nashville,Jan,12.62,winter-spring-peak,12%-15%,4
New York City -> Nashville,Jul,4.85,winter-spring-peak,4%-6%,1
New York City -> Nashville,Jun,3.88,winter-spring-peak,< 4%,0
New York City -> Nashville,Mar,4.85,winter-spring-peak,4%-6%,1
New York City -> Nashville,May,10.68,winter-spring-peak,9%-12%,3
New York City -> Nashville,Nov,13.59,winter-spring-peak,12%-15%,4
New York City -> Nashville,Oct,2.91,winter-spring-peak,< 4%,0
New York City -> Nashville,Sep,2.91,winter-spring-peak,< 4%,0
New York City -> North Florida,Apr,8.64,winter-spring-peak,6%-9%,2
New York City -> North Florida,Aug,5.24,winter-spring-peak,4%-6%,1
New York City -> North Florida,Dec,13.03,winter-spring-peak,12%-15%,4
New York City -> North Florida,Feb,10.62,winter-spring-peak,9%-12%,3
New York City -> North Florida,Jan,13.31,winter-spring-peak,12%-15%,4
New York City -> North Florida,Jul,3.97,winter-spring-peak,< 4%,0
New York City -> North Florida,Jun,5.24,winter-spring-peak,4%-6%,1
New York City -> North Florida,Mar,10.62,winter-spring-peak,9%-12%,3
New York City -> North Florida,May,7.65,winter-spring-peak,6%-9%,2
New York City -> North Florida,Nov,6.52,winter-spring-peak,6%-9%,2
New York City -> North Florida,Oct,6.8,winter-spring-peak,6%-9%,2
New York City -> North Florida,Sep,8.36,winter-spring-peak,6%-9%,2
New York City -> South Florida,Apr,8.93,winter-spring-peak,6%-9%,2
New York City -> South Florida,Aug,2.99,winter-spring-peak,< 4%,0
New York City -> South Florida,Dec,16.09,winter-spring-peak,> 15%,5
New York City -> South Florida,Feb,11.45,winter-spring-peak,9%-12%,3
