corridor,month,seasonality_index,cluster_label,slab,intensity
DMV -> South Florida,Sep,0.5,winter-spring-peak,0.5x-0.7x,1
DMV -> South Florida,Oct,0.9,winter-spring-peak,0.7x-1.0x,2
DMV -> South Florida,Nov,1.25,winter-spring-peak,1.0x-1.3x,3
DMV -> South Florida,Dec,1.57,winter-spring-peak,1.3x-1.6x,4
Dallas -> Phoenix Valley,Jan,1.13,winter-spring-peak,1.0x-1.3x,3
Dallas -> Phoenix Valley,Feb,1.34,winter-spring-peak,1.3x-1.6x,4
Dallas -> Phoenix Valley,Mar,1.32,winter-spring-peak,1.3x-1.6x,4
Dallas -> Phoenix Valley,Apr,1.03,winter-spring-peak,1.0x-1.3x,3
Dallas -> Phoenix Valley,May,1.03,winter-spring-peak,1.0x-1.3x,3
Dallas -> Phoenix Valley,Jun,0.67,winter-spring-peak,0.5x-0.7x,1
Dallas -> Phoenix Valley,Jul,0.26,winter-spring-peak,< 0.5x,0
Dallas -> Phoenix Valley,Aug,0.67,winter-spring-peak,0.5x-0.7x,1
Dallas -> Phoenix Valley,Sep,0.85,winter-spring-peak,0.7x-1.0x,2
Dallas -> Phoenix Valley,Oct,1.13,winter-spring-peak,1.0x-1.3x,3
Dallas -> Phoenix Valley,Nov,1.4,winter-spring-peak,1.3x-1.6x,4
Dallas -> Phoenix Valley,Dec,1.17,winter-spring-peak,1.0x-1.3x,3
Dallas -> San Antonio,Jan,2.13,winter-spring-peak,>= 1.6x,5
Dallas -> San Antonio,Feb,1.35,winter-spring-peak,1.3x-1.6x,4
Dallas -> San Antonio,Mar,1.74,winter-spring-peak,>= 1.6x,5
Dallas -> San Antonio,Apr,0.97,winter-spring-peak,0.7x-1.0x,2
Dallas -> San Antonio,May,0.97,winter-spring-peak,0.7x-1.0x,2
Dallas -> San Antonio,Jun,0.39,winter-spring-peak,< 0.5x,0
Dallas -> San Antonio,Jul,0.58,winter-spring-peak,0.5x-0.7x,1
Dallas -> San Antonio,Aug,0.58,winter-spring-peak,0.5x-0.7x,1
Dallas -> San Antonio,Sep,0.19,winter-spring-peak,< 0.5x,0
Dallas -> San Antonio,Oct,0.0,winter-spring-peak,< 0.5x,0
Dallas -> San Antonio,Nov,2.52,winter-spring-peak,>= 1.6x,5
Dallas -> San Antonio,Dec,0.58,winter-spring-peak,0.5x-0.7x,1
Dallas -> South Florida,Jan,1.18,winter-spring-peak,1.0x-1.3x,3
Dallas -> South Florida,Feb,1.45,winter-spring-peak,1.3x-1.6x,4
Dallas -> South Florida,Mar,1.34,winter-spring-peak,1.3x-1.6x,4
Dallas -> South Florida,Apr,1.16,winter-spring-peak,1.0x-1.3x,3
Dallas -> South Florida,May,1.34,winter-spring-peak,1.3x-1.6x,4
Dallas -> South Florida,Jun,0.87,winter-spring-peak,0.7x-1.0x,2
Dallas -> South Florida,Jul,0.5,winter-spring-peak,0.5x-0.7x,1
Dallas -> South Florida,Aug,0.66,winter-spring-peak,0.5x-0.7x,1
Dallas -> South Florida,Sep,0.5,winter-spring-peak,0.5x-0.7x,1
Dallas -> South Florida,Oct,0.68,winter-spring-peak,0.5x-0.7x,1
Dallas -> South Florida,Nov,1.05,winter-spring-peak,1.0x-1.3x,3
Dallas -> South Florida,Dec,1.27,winter-spring-peak,1.0x-1.3x,3
Denver -> North Florida,Jan,1.48,winter-spring-peak,1.3x-1.6x,4
Denver -> North Florida,Feb,1.48,winter-spring-peak,1.3x-1.6x,4
Denver -> North Florida,Mar,1.87,winter-spring-peak,>= 1.6x,5
Denver -> North Florida,Apr,0.7,winter-spring-peak,0.7x-1.0x,2
Denver -> North Florida,May,0.7,winter-spring-peak,0.7x-1.0x,2
Denver -> North Florida,Jun,0.55,winter-spring-peak,0.5x-0.7x,1
Denver -> North Florida,Jul,1.09,winter-spring-peak,1.0x-1.3x,3
Denver -> North Florida,Aug,0.62,winter-spring-peak,0.5x-0.7x,1
Denver -> North Florida,Sep,1.09,winter-spring-peak,1.0x-1.3x,3
Denver -> North Florida,Oct,0.7,winter-spring-peak,0.7x-1.0x,2
Denver -> North Florida,Nov,0.55,winter-spring-peak,0.5x-0.7x,1
Denver -> North Florida,Dec,1.17,winter-spring-peak,1.0x-1.3x,3
Denver -> Phoenix Valley,Jan,0.96,winter-spring-peak,0.7x-1.0x,2
Denver -> Phoenix Valley,Feb,1.31,winter-spring-peak,1.3x-1.6x,4
Denver -> Phoenix Valley,Mar,1.74,winter-spring-peak,>= 1.6x,5
Denver -> Phoenix Valley,Apr,1.08,winter-spring-peak,1.0x-1.3x,3
Denver -> Phoenix Valley,May,0.98,winter-spring-peak,0.7x-1.0x,2
Denver -> Phoenix Valley,Jun,1.03,winter-spring-peak,1.0x-1.3x,3
Denver -> Phoenix Valley,Jul,0.48,winter-spring-peak,< 0.5x,0
Denver -> Phoenix Valley,Aug,0.73,winter-spring-peak,0.7x-1.0x,2
Denver -> Phoenix Valley,Sep,0.45,winter-spring-peak,< 0.5x,0
Denver -> Phoenix Valley,Oct,1.16,winter-spring-peak,1.0x-1.3x,3
Denver -> Phoenix Valley,Nov,1.01,winter-spring-peak,1.0x-1.3x,3
Denver -> Phoenix Valley,Dec,1.08,winter-spring-peak,1.0x-1.3x,3
Denver -> South Florida,Jan,1.91,winter-spring-peak,>= 1.6x,5
Denver -> South Florida,Feb,1.43,winter-spring-peak,1.3x-1.6x,4
Denver -> South Florida,Mar,1.91,winter-spring-peak,>= 1.6x,5
Denver -> South Florida,Apr,1.36,winter-spring-peak,1.3x-1.6x,4
Denver -> South Florida,May,0.55,winter-spring-peak,0.5x-0.7x,1
Denver -> South Florida,Jun,0.34,winter-spring-peak,< 0.5x,0
Denver -> South Florida,Jul,0.75,winter-spring-peak,0.7x-1.0x,2
Denver -> South Florida,Aug,0.61,winter-spring-peak,0.5x-0.7x,1
Denver -> South Florida,Sep,0.41,winter-spring-peak,< 0.5x,0
Denver -> South Florida,Oct,0.75,winter-spring-peak,0.7x-1.0x,2
Denver -> South Florida,Nov,0.48,winter-spring-peak,< 0.5x,0
Denver -> South Florida,Dec,1.5,winter-spring-peak,1.3x-1.6x,4
Detroit -> Phoenix Valley,Jan,1.03,winter-spring-peak,1.0x-1.3x,3
Detroit -> Phoenix Valley,Feb,1.37,winter-spring-peak,1.3x-1.6x,4
Detroit -> Phoenix Valley,Mar,1.03,winter-spring-peak,1.0x-1.3x,3
Detroit -> Phoenix Valley,Apr,0.69,winter-spring-peak,0.5x-0.7x,1
Detroit -> Phoenix Valley,May,0.69,winter-spring-peak,0.5x-0.7x,1
Detroit -> Phoenix Valley,Jun,0.69,winter-spring-peak,0.5x-0.7x,1
Detroit -> Phoenix Valley,Jul,0.69,winter-spring-peak,0.5x-0.7x,1
Detroit -> Phoenix Valley,Aug,0.69,winter-spring-peak,0.5x-0.7x,1
Detroit -> Phoenix Valley,Sep,1.37,winter-spring-peak,1.3x-1.6x,4
Detroit -> Phoenix Valley,Oct,0.34,winter-spring-peak,< 0.5x,0
Detroit -> Phoenix Valley,Nov,1.71,winter-spring-peak,>= 1.6x,5
Detroit -> Phoenix Valley,Dec,1.71,winter-spring-peak,>= 1.6x,5
Detroit -> South Florida,Jan,1.34,winter-spring-peak,1.3x-1.6x,4
Detroit -> South Florida,Feb,1.37,winter-spring-peak,1.3x-1.6x,4
Detroit -> South Florida,Mar,1.27,winter-spring-peak,1.0x-1.3x,3
Detroit -> South Florida,Apr,1.08,winter-spring-peak,1.0x-1.3x,3
Detroit -> South Florida,May,0.78,winter-spring-peak,0.7x-1.0x,2
Detroit -> South Florida,Jun,0.54,winter-spring-peak,0.5x-0.7x,1
Detroit -> South Florida,Jul,0.51,winter-spring-peak,0.5x-0.7x,1
Detroit -> South Florida,Aug,0.43,winter-spring-peak,< 0.5x,0
Detroit -> South Florida,Sep,0.65,winter-spring-peak,0.5x-0.7x,1
Detroit -> South Florida,Oct,1.12,winter-spring-peak,1.0x-1.3x,3
Detroit -> South Florida,Nov,1.28,winter-spring-peak,1.0x-1.3x,3
Detroit -> South Florida,Dec,1.63,winter-spring-peak,>= 1.6x,5
Houston -> Dallas,Jan,1.43,winter-spring-peak,1.3x-1.6x,4
Houston -> Dallas,Feb,1.52,winter-spring-peak,1.3x-1.6x,4
Houston -> Dallas,Mar,1.05,winter-spring-peak,1.0x-1.3x,3
Houston -> Dallas,Apr,1.43,winter-spring-peak,1.3x-1.6x,4
Houston -> Dallas,May,1.33,winter-spring-peak,1.3x-1.6x,4
Houston -> Dallas,Jun,0.38,winter-spring-peak,< 0.5x,0
Houston -> Dallas,Jul,0.38,winter-spring-peak,< 0.5x,0
Houston -> Dallas,Aug,0.29,winter-spring-peak,< 0.5x,0
Houston -> Dallas,Sep,0.67,winter-spring-peak,0.5x-0.7x,1
Houston -> Dallas,Oct,0.48,winter-spring-peak,< 0.5x,0
Houston -> Dallas,Nov,1.43,winter-spring-peak,1.3x-1.6x,4
Houston -> Dallas,Dec,1.62,winter-spring-peak,>= 1.6x,5
Houston -> LA Basin,Jan,1.81,winter-spring-peak,>= 1.6x,5
Houston -> LA Basin,Feb,1.1,winter-spring-peak,1.0x-1.3x,3
Houston -> LA Basin,Mar,1.03,winter-spring-peak,1.0x-1.3x,3
Houston -> LA Basin,Apr,1.29,winter-spring-peak,1.0x-1.3x,3
Houston -> LA Basin,May,1.16,winter-spring-peak,1.0x-1.3x,3
Houston -> LA Basin,Jun,0.52,winter-spring-peak,0.5x-0.7x,1
Houston -> LA Basin,Jul,0.32,winter-spring-peak,< 0.5x,0
Houston -> LA Basin,Aug,0.52,winter-spring-peak,0.5x-0.7x,1
Houston -> LA Basin,Sep,0.52,winter-spring-peak,0.5x-0.7x,1
Houston -> LA Basin,Oct,1.74,winter-spring-peak,>= 1.6x,5
Houston -> LA Basin,Nov,0.77,winter-spring-peak,0.7x-1.0x,2
Houston -> LA Basin,Dec,1.23,winter-spring-peak,1.0x-1.3x,3
Houston -> Phoenix Valley,Jan,1.17,winter-spring-peak,1.0x-1.3x,3
Houston -> Phoenix Valley,Feb,1.29,winter-spring-peak,1.0x-1.3x,3
Houston -> Phoenix Valley,Mar,1.11,winter-spring-peak,1.0x-1.3x,3
Houston -> Phoenix Valley,Apr,1.4,winter-spring-peak,1.3x-1.6x,4
Houston -> Phoenix Valley,May,1.46,winter-spring-peak,1.3x-1.6x,4
Houston -> Phoenix Valley,Jun,0.7,winter-spring-peak,0.7x-1.0x,2
Houston -> Phoenix Valley,Jul,0.64,winter-spring-peak,0.5x-0.7x,1
Houston -> Phoenix Valley,Aug,0.7,winter-spring-peak,0.7x-1.0x,2
Houston -> Phoenix Valley,Sep,0.7,winter-spring-peak,0.7x-1.0x,2
Houston -> Phoenix Valley,Oct,0.76,winter-spring-peak,0.7x-1.0x,2
Houston -> Phoenix Valley,Nov,1.23,winter-spring-peak,1.0x-1.3x,3
Houston -> Phoenix Valley,Dec,0.82,winter-spring-peak,0.7x-1.0x,2
Houston -> San Antonio,Jan,1.97,winter-spring-peak,>= 1.6x,5
Houston -> San Antonio,Feb,1.22,winter-spring-peak,1.0x-1.3x,3
Houston -> San Antonio,Mar,1.37,winter-spring-peak,1.3x-1.6x,4
Houston -> San Antonio,Apr,1.06,winter-spring-peak,1.0x-1.3x,3
Houston -> San Antonio,May,1.67,winter-spring-peak,>= 1.6x,5
Houston -> San Antonio,Jun,0.3,winter-spring-peak,< 0.5x,0
Houston -> San Antonio,Jul,0.46,winter-spring-peak,< 0.5x,0
Houston -> San Antonio,Aug,0.3,winter-spring-peak,< 0.5x,0
Houston -> San Antonio,Sep,0.3,winter-spring-peak,< 0.5x,0
Houston -> San Antonio,Oct,0.76,winter-spring-peak,0.7x-1.0x,2
Houston -> San Antonio,Nov,1.52,winter-spring-peak,1.3x-1.6x,4
Houston -> San Antonio,Dec,1.06,winter-spring-peak,1.0x-1.3x,3
Houston -> South Florida,Jan,1.53,winter-spring-peak,1.3x-1.6x,4
Houston -> South Florida,Feb,1.14,winter-spring-peak,1.0x-1.3x,3
Houston -> South Florida,Mar,0.99,winter-spring-peak,0.7x-1.0x,2
Houston -> South Florida,Apr,1.2,winter-spring-peak,1.0x-1.3x,3
Houston -> South Florida,May,1.32,winter-spring-peak,1.3x-1.6x,4
Houston -> South Florida,Jun,0.64,winter-spring-peak,0.5x-0.7x,1
Houston -> South Florida,Jul,0.77,winter-spring-peak,0.7x-1.0x,2
Houston -> South Florida,Aug,0.7,winter-spring-peak,0.7x-1.0x,2
Houston -> South Florida,Sep,0.64,winter-spring-peak,0.5x-0.7x,1
Houston -> South Florida,Oct,0.87,winter-spring-peak,0.7x-1.0x,2
Houston -> South Florida,Nov,1.06,winter-spring-peak,1.0x-1.3x,3
Houston -> South Florida,Dec,1.14,winter-spring-peak,1.0x-1.3x,3
LA Basin -> Atlanta,Jan,1.33,winter-spring-peak,1.3x-1.6x,4
LA Basin -> Atlanta,Feb,0.53,winter-spring-peak,0.5x-0.7x,1
LA Basin -> Atlanta,Mar,0.53,winter-spring-peak,0.5x-0.7x,1
LA Basin -> Atlanta,Apr,1.87,winter-spring-peak,>= 1.6x,5
LA Basin -> Atlanta,May,1.33,winter-spring-peak,1.3x-1.6x,4
LA Basin -> Atlanta,Jun,0.27,winter-spring-peak,< 0.5x,0
LA Basin -> Atlanta,Jul,0.0,winter-spring-peak,< 0.5x,0
LA Basin -> Atlanta,Aug,0.27,winter-spring-peak,< 0.5x,0
LA Basin -> Atlanta,Sep,1.87,winter-spring-peak,>= 1.6x,5
LA Basin -> Atlanta,Oct,1.33,winter-spring-peak,1.3x-1.6x,4
LA Basin -> Atlanta,Nov,1.87,winter-spring-peak,>= 1.6x,5
LA Basin -> Atlanta,Dec,0.8,winter-spring-peak,0.7x-1.0x,2
LA Basin -> Bay Area,Jan,1.48,winter-spring-peak,1.3x-1.6x,4
LA Basin -> Bay Area,Feb,1.93,winter-spring-peak,>= 1.6x,5
LA Basin -> Bay Area,Mar,2.37,winter-spring-peak,>= 1.6x,5
LA Basin -> Bay Area,Apr,0.59,winter-spring-peak,0.5x-0.7x,1
LA Basin -> Bay Area,May,1.04,winter-spring-peak,1.0x-1.3x,3
LA Basin -> Bay Area,Jun,0.15,winter-spring-peak,< 0.5x,0
LA Basin -> Bay Area,Jul,0.3,winter-spring-peak,< 0.5x,0
LA Basin -> Bay Area,Aug,0.44,winter-spring-peak,< 0.5x,0
LA Basin -> Bay Area,Sep,0.59,winter-spring-peak,0.5x-0.7x,1
LA Basin -> Bay Area,Oct,0.74,winter-spring-peak,0.7x-1.0x,2
LA Basin -> Bay Area,Nov,0.89,winter-spring-peak,0.7x-1.0x,2
LA Basin -> Bay Area,Dec,1.48,winter-spring-peak,1.3x-1.6x,4
LA Basin -> Houston,Jan,1.41,winter-spring-peak,1.3x-1.6x,4
LA Basin -> Houston,Feb,1.26,winter-spring-peak,1.0x-1.3x,3
LA Basin -> Houston,Mar,0.9,winter-spring-peak,0.7x-1.0x,2
LA Basin -> Houston,Apr,1.15,winter-spring-peak,1.0x-1.3x,3
LA Basin -> Houston,May,1.21,winter-spring-peak,1.0x-1.3x,3
LA Basin -> Houston,Jun,0.45,winter-spring-peak,< 0.5x,0
LA Basin -> Houston,Jul,0.4,winter-spring-peak,< 0.5x,0
LA Basin -> Houston,Aug,0.35,winter-spring-peak,< 0.5x,0
LA Basin -> Houston,Sep,0.95,winter-spring-peak,0.7x-1.0x,2
LA Basin -> Houston,Oct,1.26,winter-spring-peak,1.0x-1.3x,3
LA Basin -> Houston,Nov,1.1,winter-spring-peak,1.0x-1.3x,3
LA Basin -> Houston,Dec,1.56,winter-spring-peak,1.3x-1.6x,4
LA Basin -> North Florida,Jan,2.88,winter-spring-peak,>= 1.6x,5
LA Basin -> North Florida,Feb,3.84,winter-spring-peak,>= 1.6x,5
LA Basin -> North Florida,Mar,0.96,winter-spring-peak,0.7x-1.0x,2
LA Basin -> North Florida,Apr,0.48,winter-spring-peak,< 0.5x,0
LA Basin -> North Florida,May,0.48,winter-spring-peak,< 0.5x,0
LA Basin -> North Florida,Jun,0.0,winter-spring-peak,< 0.5x,0
LA Basin -> North Florida,Jul,0.48,winter-spring-peak,< 0.5x,0
LA Basin -> North Florida,Aug,0.0,winter-spring-peak,< 0.5x,0
LA Basin -> North Florida,Sep,0.48,winter-spring-peak,< 0.5x,0
LA Basin -> North Florida,Oct,0.0,winter-spring-peak,< 0.5x,0
LA Basin -> North Florida,Nov,1.44,winter-spring-peak,1.3x-1.6x,4
LA Basin -> North Florida,Dec,0.96,winter-spring-peak,0.7x-1.0x,2
LA Basin -> South Florida,Jan,1.33,winter-spring-peak,1.3x-1.6x,4
LA Basin -> South Florida,Feb,0.89,winter-spring-peak,0.7x-1.0x,2
LA Basin -> South Florida,Mar,1.33,winter-spring-peak,1.3x-1.6x,4
LA Basin -> South Florida,Apr,3.11,winter-spring-peak,>= 1.6x,5
LA Basin -> South Florida,May,1.33,winter-spring-peak,1.3x-1.6x,4
LA Basin -> South Florida,Jun,0.0,winter-spring-peak,< 0.5x,0
LA Basin -> South Florida,Jul,0.89,winter-spring-peak,0.7x-1.0x,2
LA Basin -> South Florida,Aug,0.44,winter-spring-peak,< 0.5x,0
LA Basin -> South Florida,Sep,0.44,winter-spring-peak,< 0.5x,0
LA Basin -> South Florida,Oct,0.44,winter-spring-peak,< 0.5x,0
LA Basin -> South Florida,Nov,0.44,winter-spring-peak,< 0.5x,0
LA Basin -> South Florida,Dec,1.33,winter-spring-peak,1.3x-1.6x,4
Minneapolis -> Phoenix Valley,Jan,1.28,winter-spring-peak,1.0x-1.3x,3
Minneapolis -> Phoenix Valley,Feb,1.18,winter-spring-peak,1.0x-1.3x,3
Minneapolis -> Phoenix Valley,Mar,1.23,winter-spring-peak,1.0x-1.3x,3
Minneapolis -> Phoenix Valley,Apr,0.72,winter-spring-peak,0.7x-1.0x,2
Minneapolis -> Phoenix Valley,May,0.72,winter-spring-peak,0.7x-1.0x,2
Minneapolis -> Phoenix Valley,Jun,0.67,winter-spring-peak,0.5x-0.7x,1
Minneapolis -> Phoenix Valley,Jul,0.51,winter-spring-peak,0.5x-0.7x,1
Minneapolis -> Phoenix Valley,Aug,0.31,winter-spring-peak,< 0.5x,0
Minneapolis -> Phoenix Valley,Sep,1.08,winter-spring-peak,1.0x-1.3x,3
Minneapolis -> Phoenix Valley,Oct,1.59,winter-spring-peak,1.3x-1.6x,4
Minneapolis -> Phoenix Valley,Nov,1.18,winter-spring-peak,1.0x-1.3x,3
Minneapolis -> Phoenix Valley,Dec,1.54,winter-spring-peak,1.3x-1.6x,4
Minneapolis -> South Florida,Jan,1.51,winter-spring-peak,1.3x-1.6x,4
Minneapolis -> South Florida,Feb,1.42,winter-spring-peak,1.3x-1.6x,4
Minneapolis -> South Florida,Mar,1.51,winter-spring-peak,1.3x-1.6x,4
Minneapolis -> South Florida,Apr,1.02,winter-spring-peak,1.0x-1.3x,3
Minneapolis -> South Florida,May,0.75,winter-spring-peak,0.7x-1.0x,2
Minneapolis -> South Florida,Jun,0.58,winter-spring-peak,0.5x-0.7x,1
Minneapolis -> South Florida,Jul,0.49,winter-spring-peak,< 0.5x,0
Minneapolis -> South Florida,Aug,0.58,winter-spring-peak,0.5x-0.7x,1
Minneapolis -> South Florida,Sep,0.58,winter-spring-peak,0.5x-0.7x,1
Minneapolis -> South Florida,Oct,1.28,winter-spring-peak,1.0x-1.3x,3
Minneapolis -> South Florida,Nov,1.37,winter-spring-peak,1.3x-1.6x,4
Minneapolis -> South Florida,Dec,0.93,winter-spring-peak,0.7x-1.0x,2
Nashville -> Atlanta,Jan,0.57,winter-spring-peak,0.5x-0.7x,1
Nashville -> Atlanta,Feb,1.71,winter-spring-peak,>= 1.6x,5
Nashville -> Atlanta,Mar,1.14,winter-spring-peak,1.0x-1.3x,3
Nashville -> Atlanta,Apr,1.71,winter-spring-peak,>= 1.6x,5
Nashville -> Atlanta,May,1.71,winter-spring-peak,>= 1.6x,5
Nashville -> Atlanta,Jun,0.0,winter-spring-peak,< 0.5x,0
Nashville -> Atlanta,Jul,0.0,winter-spring-peak,< 0.5x,0
Nashville -> Atlanta,Aug,0.57,winter-spring-peak,0.5x-0.7x,1
Nashville -> Atlanta,Sep,1.14,winter-spring-peak,1.0x-1.3x,3
Nashville -> Atlanta,Oct,1.71,winter-spring-peak,>= 1.6x,5
Nashville -> Atlanta,Nov,1.14,winter-spring-peak,1.0x-1.3x,3
Nashville -> Atlanta,Dec,0.57,winter-spring-peak,0.5x-0.7x,1
Nashville -> South Florida,Jan,1.32,winter-spring-peak,1.3x-1.6x,4
Nashville -> South Florida,Feb,1.21,winter-spring-peak,1.0x-1.3x,3
Nashville -> South Florida,Mar,1.32,winter-spring-peak,1.3x-1.6x,4
Nashville -> South Florida,Apr,1.2,winter-spring-peak,1.0x-1.3x,3
Nashville -> South Florida,May,1.12,winter-spring-peak,1.0x-1.3x,3
Nashville -> South Florida,Jun,0.61,winter-spring-peak,0.5x-0.7x,1
Nashville -> South Florida,Jul,0.48,winter-spring-peak,< 0.5x,0
Nashville -> South Florida,Aug,0.64,winter-spring-peak,0.5x-0.7x,1
Nashville -> South Florida,Sep,0.55,winter-spring-peak,0.5x-0.7x,1
Nashville -> South Florida,Oct,0.91,winter-spring-peak,0.7x-1.0x,2
Nashville -> South Florida,Nov,1.2,winter-spring-peak,1.0x-1.3x,3
Nashville -> South Florida,Dec,1.43,winter-spring-peak,1.3x-1.6x,4
Nashville -> St. Louis,Jan,0.44,winter-spring-peak,< 0.5x,0
Nashville -> St. Louis,Feb,1.33,winter-spring-peak,1.3x-1.6x,4
Nashville -> St. Louis,Mar,2.22,winter-spring-peak,>= 1.6x,5
Nashville -> St. Louis,Apr,1.78,winter-spring-peak,>= 1.6x,5
Nashville -> St. Louis,May,1.78,winter-spring-peak,>= 1.6x,5
Nashville -> St. Louis,Jun,0.44,winter-spring-peak,< 0.5x,0
Nashville -> St. Louis,Jul,0.0,winter-spring-peak,< 0.5x,0
Nashville -> St. Louis,Aug,0.44,winter-spring-peak,< 0.5x,0
Nashville -> St. Louis,Sep,0.0,winter-spring-peak,< 0.5x,0
Nashville -> St. Louis,Oct,0.0,winter-spring-peak,< 0.5x,0
Nashville -> St. Louis,Nov,3.11,winter-spring-peak,>= 1.6x,5
Nashville -> St. Louis,Dec,0.44,winter-spring-peak,< 0.5x,0
New York City -> Pittsburgh,Jan,1.2,winter-spring-peak,1.0x-1.3x,3
New York City -> Pittsburgh,Feb,1.92,winter-spring-peak,>= 1.6x,5
New York City -> Pittsburgh,Mar,0.96,winter-spring-peak,0.7x-1.0x,2
New York City -> Pittsburgh,Apr,0.48,winter-spring-peak,< 0.5x,0
New York City -> Pittsburgh,May,0.96,winter-spring-peak,0.7x-1.0x,2
New York City -> Pittsburgh,Jun,0.72,winter-spring-peak,0.7x-1.0x,2
New York City -> Pittsburgh,Jul,1.2,winter-spring-peak,1.0x-1.3x,3
New York City -> Pittsburgh,Aug,0.72,winter-spring-peak,0.7x-1.0x,2
New York City -> Pittsburgh,Sep,0.24,winter-spring-peak,< 0.5x,0
New York City -> Pittsburgh,Oct,1.68,winter-spring-peak,>= 1.6x,5
New York City -> Pittsburgh,Nov,0.72,winter-spring-peak,0.7x-1.0x,2
New York City -> Pittsburgh,Dec,1.2,winter-spring-peak,1.0x-1.3x,3
New York City -> South Florida,Jan,1.25,winter-spring-peak,1.0x-1.3x,3
New York City -> South Florida,Feb,1.17,winter-spring-peak,1.0x-1.3x,3
New York City -> South Florida,Mar,1.4,winter-spring-peak,1.3x-1.6x,4
New York City -> South Florida,Apr,1.14,winter-spring-peak,1.0x-1.3x,3
New York City -> South Florida,May,0.94,winter-spring-peak,0.7x-1.0x,2
New York City -> South Florida,Jun,0.66,winter-spring-peak,0.5x-0.7x,1
New York City -> South Florida,Jul,0.36,winter-spring-peak,< 0.5x,0
New York City -> South Florida,Aug,0.49,winter-spring-peak,< 0.5x,0
New York City -> South Florida,Sep,0.55,winter-spring-peak,0.5x-0.7x,1
New York City -> South Florida,Oct,1.11,winter-spring-peak,1.0x-1.3x,3
New York City -> South Florida,Nov,1.35,winter-spring-peak,1.3x-1.6x,4
New York City -> South Florida,Dec,1.59,winter-spring-peak,1.3x-1.6x,4
North Florida -> Atlanta,Jan,2.16,winter-spring-peak,>= 1.6x,5
North Florida -> Atlanta,Feb,0.48,winter-spring-peak,< 0.5x,0
North Florida -> Atlanta,Mar,1.92,winter-spring-peak,>= 1.6x,5
North Florida -> Atlanta,Apr,0.24,winter-spring-peak,< 0.5x,0
North Florida -> Atlanta,May,2.4,winter-spring-peak,>= 1.6x,5
North Florida -> Atlanta,Jun,0.48,winter-spring-peak,< 0.5x,0
North Florida -> Atlanta,Jul,0.72,winter-spring-peak,0.7x-1.0x,2
North Florida -> Atlanta,Aug,0.48,winter-spring-peak,< 0.5x,0
North Florida -> Atlanta,Sep,0.72,winter-spring-peak,0.7x-1.0x,2
North Florida -> Atlanta,Oct,0.48,winter-spring-peak,< 0.5x,0
North Florida -> Atlanta,Nov,0.72,winter-spring-peak,0.7x-1.0x,2
North Florida -> Atlanta,Dec,1.2,winter-spring-peak,1.0x-1.3x,3
North Florida -> Charlotte,Jan,0.38,winter-spring-peak,< 0.5x,0
North Florida -> Charlotte,Feb,1.14,winter-spring-peak,1.0x-1.3x,3
North Florida -> Charlotte,Mar,1.33,winter-spring-peak,1.3x-1.6x,4
North Florida -> Charlotte,Apr,1.33,winter-spring-peak,1.3x-1.6x,4
North Florida -> Charlotte,May,1.14,winter-spring-peak,1.0x-1.3x,3
North Florida -> Charlotte,Jun,0.76,winter-spring-peak,0.7x-1.0x,2
North Florida -> Charlotte,Jul,1.52,winter-spring-peak,1.3x-1.6x,4
North Florida -> Charlotte,Aug,0.38,winter-spring-peak,< 0.5x,0
North Florida -> Charlotte,Sep,0.19,winter-spring-peak,< 0.5x,0
North Florida -> Charlotte,Oct,0.76,winter-spring-peak,0.7x-1.0x,2
North Florida -> Charlotte,Nov,1.14,winter-spring-peak,1.0x-1.3x,3
North Florida -> Charlotte,Dec,1.9,winter-spring-peak,>= 1.6x,5
North Florida -> DMV,Jan,0.91,winter-spring-peak,0.7x-1.0x,2
North Florida -> DMV,Feb,1.1,winter-spring-peak,1.0x-1.3x,3
North Florida -> DMV,Mar,1.39,winter-spring-peak,1.3x-1.6x,4
North Florida -> DMV,Apr,1.24,winter-spring-peak,1.0x-1.3x,3
North Florida -> DMV,May,0.95,winter-spring-peak,0.7x-1.0x,2
North Florida -> DMV,Jun,0.95,winter-spring-peak,0.7x-1.0x,2
North Florida -> DMV,Jul,0.4,winter-spring-peak,< 0.5x,0
North Florida -> DMV,Aug,0.59,winter-spring-peak,0.5x-0.7x,1
North Florida -> DMV,Sep,0.91,winter-spring-peak,0.7x-1.0x,2
North Florida -> DMV,Oct,1.32,winter-spring-peak,1.3x-1.6x,4
North Florida -> DMV,Nov,1.13,winter-spring-peak,1.0x-1.3x,3
North Florida -> DMV,Dec,1.1,winter-spring-peak,1.0x-1.3x,3
North Florida -> Houston,Jan,1.29,winter-spring-peak,1.0x-1.3x,3
North Florida -> Houston,Feb,1.32,winter-spring-peak,1.3x-1.6x,4
North Florida -> Houston,Mar,1.51,winter-spring-peak,1.3x-1.6x,4
North Florida -> Houston,Apr,0.94,winter-spring-peak,0.7x-1.0x,2
North Florida -> Houston,May,1.23,winter-spring-peak,1.0x-1.3x,3
North Florida -> Houston,Jun,0.44,winter-spring-peak,< 0.5x,0
North Florida -> Houston,Jul,0.5,winter-spring-peak,0.5x-0.7x,1
North Florida -> Houston,Aug,0.38,winter-spring-peak,< 0.5x,0
North Florida -> Houston,Sep,0.5,winter-spring-peak,0.5x-0.7x,1
